"manifest_schema_id","total_protocol_id","r_only_protocol_id","audit_id","data_id","path_id","route_id","seed_index","original_fit_seed","continuation_seed","initialization_independence_id","audit_stage","start_state_policy","additional_T1_sweeps_policy","target_cumulative_T1","fixed_horizon_ignores_intermediate_strict_stop","sequential_from_verified_state","main_endpoint_replaced","main_selection_reopened","counterfactual_selection_only","main_error_policy","truth_available_to_continuation","truth_available_to_counterfactual_selection","formal_continuation_started","terminal_record_required"
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_03_R_11_anchor_200","v0lv_03","R","random__pre1__anneal_default",11,82620311,82620311,"v0lv_03__R__82620311","anchor_200","main_endpoint_or_verified_main_200","max(0,200-main_actual_T1)",200,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_03_R_11_to_400","v0lv_03","R","random__pre1__anneal_default",11,82620311,82620311,"v0lv_03__R__82620311","to_400","verified_audit_anchor_200","200",400,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_03_R_11_to_800","v0lv_03","R","random__pre1__anneal_default",11,82620311,82620311,"v0lv_03__R__82620311","to_800","verified_audit_state_400","400",800,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_03_R_12_anchor_200","v0lv_03","R","random__pre1__anneal_default",12,82620312,82620312,"v0lv_03__R__82620312","anchor_200","main_endpoint_or_verified_main_200","max(0,200-main_actual_T1)",200,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_03_R_12_to_400","v0lv_03","R","random__pre1__anneal_default",12,82620312,82620312,"v0lv_03__R__82620312","to_400","verified_audit_anchor_200","200",400,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_03_R_12_to_800","v0lv_03","R","random__pre1__anneal_default",12,82620312,82620312,"v0lv_03__R__82620312","to_800","verified_audit_state_400","400",800,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_01_anchor_200","v0lv_08","R","random__pre1__anneal_default",1,82620801,82620801,"v0lv_08__R__82620801","anchor_200","main_endpoint_or_verified_main_200","max(0,200-main_actual_T1)",200,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_01_to_400","v0lv_08","R","random__pre1__anneal_default",1,82620801,82620801,"v0lv_08__R__82620801","to_400","verified_audit_anchor_200","200",400,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_01_to_800","v0lv_08","R","random__pre1__anneal_default",1,82620801,82620801,"v0lv_08__R__82620801","to_800","verified_audit_state_400","400",800,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_02_anchor_200","v0lv_08","R","random__pre1__anneal_default",2,82620802,82620802,"v0lv_08__R__82620802","anchor_200","main_endpoint_or_verified_main_200","max(0,200-main_actual_T1)",200,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_02_to_400","v0lv_08","R","random__pre1__anneal_default",2,82620802,82620802,"v0lv_08__R__82620802","to_400","verified_audit_anchor_200","200",400,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_02_to_800","v0lv_08","R","random__pre1__anneal_default",2,82620802,82620802,"v0lv_08__R__82620802","to_800","verified_audit_state_400","400",800,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_03_anchor_200","v0lv_08","R","random__pre1__anneal_default",3,82620803,82620803,"v0lv_08__R__82620803","anchor_200","main_endpoint_or_verified_main_200","max(0,200-main_actual_T1)",200,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_03_to_400","v0lv_08","R","random__pre1__anneal_default",3,82620803,82620803,"v0lv_08__R__82620803","to_400","verified_audit_anchor_200","200",400,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_03_to_800","v0lv_08","R","random__pre1__anneal_default",3,82620803,82620803,"v0lv_08__R__82620803","to_800","verified_audit_state_400","400",800,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_04_anchor_200","v0lv_08","R","random__pre1__anneal_default",4,82620804,82620804,"v0lv_08__R__82620804","anchor_200","main_endpoint_or_verified_main_200","max(0,200-main_actual_T1)",200,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_04_to_400","v0lv_08","R","random__pre1__anneal_default",4,82620804,82620804,"v0lv_08__R__82620804","to_400","verified_audit_anchor_200","200",400,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_04_to_800","v0lv_08","R","random__pre1__anneal_default",4,82620804,82620804,"v0lv_08__R__82620804","to_800","verified_audit_state_400","400",800,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_05_anchor_200","v0lv_08","R","random__pre1__anneal_default",5,82620805,82620805,"v0lv_08__R__82620805","anchor_200","main_endpoint_or_verified_main_200","max(0,200-main_actual_T1)",200,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_05_to_400","v0lv_08","R","random__pre1__anneal_default",5,82620805,82620805,"v0lv_08__R__82620805","to_400","verified_audit_anchor_200","200",400,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
"V0LV_MANIFEST_SCHEMA_V3_CANDIDATE2_20260812","V0LV_UNSEEN_VALIDATION_V2_CANDIDATE2_20260812","R_ONLY_MULTISTART_V3_CANDIDATE2_20260812","v0lv_08_R_05_to_800","v0lv_08","R","random__pre1__anneal_default",5,82620805,82620805,"v0lv_08__R__82620805","to_800","verified_audit_state_400","400",800,TRUE,TRUE,FALSE,FALSE,TRUE,"audit_unavailable_due_to_main_error_no_rerun",FALSE,FALSE,FALSE,TRUE
