"experiment_id","fit_id","data_id","seed_index","fit_seed","source_experiment_id","source_terminal_relative_path","source_fit_relative_path","objective_eligibility_required","truth_available_to_selection","development_only"
"G12_FOCUSED_REACHABILITY_STAGE4E_V1_20260827","g12ss4c_base_01__G12__01","g12ss4c_base_01",1,87266011,"G12_STOPPING_SEMANTICS_STAGE4C_V1_20260826","fits/g12ss4c_base_01__G12__01/terminal_record.rds","fits/g12ss4c_base_01__G12__01/fit.rds",TRUE,FALSE,TRUE
"G12_FOCUSED_REACHABILITY_STAGE4E_V1_20260827","g12ss4c_base_01__G12__02","g12ss4c_base_01",2,87266012,"G12_STOPPING_SEMANTICS_STAGE4C_V1_20260826","fits/g12ss4c_base_01__G12__02/terminal_record.rds","fits/g12ss4c_base_01__G12__02/fit.rds",TRUE,FALSE,TRUE
"G12_FOCUSED_REACHABILITY_STAGE4E_V1_20260827","g12ss4c_sparse_01__G12__01","g12ss4c_sparse_01",1,87266051,"G12_STOPPING_SEMANTICS_STAGE4C_V1_20260826","fits/g12ss4c_sparse_01__G12__01/terminal_record.rds","fits/g12ss4c_sparse_01__G12__01/fit.rds",TRUE,FALSE,TRUE
"G12_FOCUSED_REACHABILITY_STAGE4E_V1_20260827","g12ss4c_sparse_01__G12__02","g12ss4c_sparse_01",2,87266052,"G12_STOPPING_SEMANTICS_STAGE4C_V1_20260826","fits/g12ss4c_sparse_01__G12__02/terminal_record.rds","fits/g12ss4c_sparse_01__G12__02/fit.rds",TRUE,FALSE,TRUE
"G12_FOCUSED_REACHABILITY_STAGE4E_V1_20260827","g12ss4c_sparse_02__G12__01","g12ss4c_sparse_02",1,87266061,"G12_STOPPING_SEMANTICS_STAGE4C_V1_20260826","fits/g12ss4c_sparse_02__G12__01/terminal_record.rds","fits/g12ss4c_sparse_02__G12__01/fit.rds",TRUE,FALSE,TRUE
"G12_FOCUSED_REACHABILITY_STAGE4E_V1_20260827","g12ss4c_sparse_02__G12__02","g12ss4c_sparse_02",2,87266062,"G12_STOPPING_SEMANTICS_STAGE4C_V1_20260826","fits/g12ss4c_sparse_02__G12__02/terminal_record.rds","fits/g12ss4c_sparse_02__G12__02/fit.rds",TRUE,FALSE,TRUE
