"fit_id","fit_config_id","seed_index","final_elbo","practical_converged","role_id","block","study","candidate_id","candidate_factor","factor_ppi","ppi_retained_0_5","expected_active_loading_count","loading_l2","zero_loading_direction","loading_rms","factor_process_rms","complete_contribution_rms","subject_weight","weighted_contribution_energy","rank_cap","effective_M_99pct","weighted_contribution_share"
"g12s6a_01__factor_L3_M2__03","factor_L3_M2",3,-122580.800309195,TRUE,"B2","specific",2,"B2_3",3,3.52334449393865e-08,FALSE,3.52334444707767e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.320946601016,11.5705636945551,FALSE,0.517451339180328,1.13750544836634,0.588603717582081,1,0.346454336351446,2,2,0.72002388422696
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"A","shared",0,"A_2",2,1,TRUE,48.8199370746801,4.827756943828,FALSE,0.215903854104921,1.05668718536069,0.228142835902654,1,0.0520491535737054,2,2,0.108171928576608
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"A","shared",0,"A_3",3,1,TRUE,49.270062549198,2.98913923240371,FALSE,0.133678370357325,0.989410850621604,0.132262830124951,1,0.0174934562326616,2,2,0.0363560359435597
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.3455779150515,7.76706870744676,FALSE,0.347353872315248,0.99241142986938,0.344717953095041,0.5,0.0594152335930175,2,2,0.123480594078926
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"B1","specific",1,"B1_2",2,1,TRUE,28.2361738290839,1.79796346912148,FALSE,0.0804073707603394,0.992286864642725,0.0797871778259422,0.5,0.00318299687271426,2,2,0.00661511065472459
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"B1","specific",1,"B1_3",3,1,TRUE,139.842218758261,0.82442669554398,FALSE,0.0368694826740372,0.981281335597702,0.0361793352011756,0.5,0.000654472147799511,2,2,0.00136016648814272
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,26.9806697318756,1.29309041692246,FALSE,0.0578287614658431,1.07184294665707,0.0619833500910783,0.5,0.00192096784425659,2,2,0.00399228003107933
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"B2","specific",2,"B2_2",2,3.51982291091346e-08,FALSE,3.51982294489243e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__04","factor_L3_M2",4,-121314.871705754,FALSE,"B2","specific",2,"B2_3",3,3.51982291091346e-08,FALSE,3.51982294489242e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"A","shared",0,"A_1",1,1,TRUE,49.8580467097445,5.32165008977493,FALSE,0.237991427064092,0.999663460624638,0.237911333577886,1,0.0566018026448083,2,2,0.266571935830918
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"A","shared",0,"A_2",2,1,TRUE,50.4545517178771,4.38438596874516,FALSE,0.196075701314209,0.991392391331982,0.194387958407989,1,0.037786678374026,2,2,0.177960197946245
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"A","shared",0,"A_3",3,2.48108477096665e-08,FALSE,2.48108467813695e-08,0,TRUE,0,0,0,1,0,2,2,0
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.180643338884,7.82382140817539,FALSE,0.349891930249966,0.992955427054319,0.347427091024215,0.5,0.0603527917887741,2,2,0.284237600008832
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"B1","specific",1,"B1_2",2,1,TRUE,131.884970014639,1.57841905953207,FALSE,0.0705890462818998,0.98746241175233,0.0697040298848216,0.5,0.00242932589109205,2,2,0.0114411569118458
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"B1","specific",1,"B1_3",3,3.50547274541313e-08,FALSE,3.50547282468444e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,49.0496109935804,5.86137792564714,FALSE,0.262128789671274,1.02270345297104,0.26808001831993,0.5,0.0359334481112071,2,2,0.169232221881593
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"B2","specific",2,"B2_2",2,1,TRUE,48.4281969933072,3.81227719056952,FALSE,0.170490218943708,1.1502286773709,0.196102739040296,0.5,0.0192281421295532,2,2,0.0905568874205663
"g12s6a_01__factor_L3_M2__05","factor_L3_M2",5,-121359.395510917,FALSE,"B2","specific",2,"B2_3",3,3.52996732955191e-08,FALSE,3.52996736703166e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.5926595729249,9.89022293694368,FALSE,0.442304215992674,1.12162785858686,0.496100730627802,1,0.246115934929439,2,2,0.62673472598729
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"A","shared",0,"A_2",2,1,TRUE,48.8392040942004,3.92013787357012,FALSE,0.175313895329485,1.017970399181,0.178464356010532,1,0.0318495263662539,2,2,0.0811048832969794
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"A","shared",0,"A_3",3,2.48299361071957e-08,FALSE,2.48299364464415e-08,0,TRUE,0,0,0,1,0,2,2,0
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.2648982147412,7.71491610369598,FALSE,0.345021536971441,0.991270457808485,0.342009656907467,0.5,0.0584853027089817,2,2,0.148932941615935
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"B1","specific",1,"B1_2",2,1,TRUE,32.5692797991044,2.30285560941821,FALSE,0.102986833700516,0.997962345280752,0.102776982092806,0.5,0.00528155402405249,2,2,0.0134494880024758
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"B1","specific",1,"B1_3",3,3.51284331623347e-08,FALSE,3.51284341680288e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,49.0278462771923,6.06027244959759,FALSE,0.271023623189388,1.03124406129834,0.279491501885616,0.5,0.0390577498131387,2,2,0.0994606388807603
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"B2","specific",2,"B2_2",2,1,TRUE,42.6904313821471,3.03052677540529,FALSE,0.135529277548789,1.1385583209477,0.154307986685205,0.5,0.0119054773774207,2,2,0.0303173222165597
"g12s6a_01__factor_L3_M2__06","factor_L3_M2",6,-121417.826293135,FALSE,"B2","specific",2,"B2_3",3,3.52482545373789e-08,FALSE,3.52482555064096e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.942982083676,11.5615853961594,FALSE,0.517049817469627,1.1397027133953,0.58928307993068,1,0.347254548292589,2,2,0.685444397965327
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"A","shared",0,"A_2",2,1,TRUE,48.8983648074056,3.31260485891954,FALSE,0.148144192942804,0.992957889668921,0.147100945191192,1,0.021638688076142,2,2,0.0427125219641859
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"A","shared",0,"A_3",3,1,TRUE,40.5865345967539,2.63423559731465,FALSE,0.117806597286907,0.992389342184567,0.116910011586555,1,0.0136679508091685,2,2,0.0269791147729372
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.3544006340627,7.84782377339402,FALSE,0.350965348654958,0.989891932898063,0.3474177673603,0.5,0.0603495525388076,2,2,0.119123746285925
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"B1","specific",1,"B1_2",2,3.51397309028556e-08,FALSE,3.51397320266664e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"B1","specific",1,"B1_3",3,3.51397309028556e-08,FALSE,3.513973202668e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,48.887921152545,7.26362078817682,FALSE,0.324838996902879,1.07313089879582,0.34859476471032,0.5,0.0607591549917218,2,2,0.119932258969555
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"B2","specific",2,"B2_2",2,1,TRUE,211.299148883138,1.73686905131851,FALSE,0.0776751453352753,0.987603428499111,0.0767122398422846,0.5,0.0029423838708101,2,2,0.00580796004206969
"g12s6a_01__factor_L3_M2__07","factor_L3_M2",7,-121231.868601702,FALSE,"B2","specific",2,"B2_3",3,3.50289264261505e-08,FALSE,3.50289267964155e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"A","shared",0,"A_1",1,1,TRUE,50.2508548231794,5.74997412082104,FALSE,0.257146660060409,1.00314002731492,0.257954107596937,1,0.0665403216261324,2,2,0.342556987770915
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"A","shared",0,"A_2",2,1,TRUE,48.4166834444377,2.76308195935021,FALSE,0.123568781770208,1.1495791402618,0.142052093910593,1,0.0201787973843838,2,2,0.103882696685365
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"A","shared",0,"A_3",3,2.48743927677708e-08,FALSE,2.48743936305811e-08,0,TRUE,0,0,0,1,0,2,2,0
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"B1","specific",1,"B1_1",1,1,TRUE,49.2340435941473,7.81441268551553,FALSE,0.349471159380988,0.992945866564425,0.34700594319083,0.5,0.0602065623048786,2,2,0.309950089256879
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"B1","specific",1,"B1_2",2,1,TRUE,38.1532917351499,1.94156974744588,FALSE,0.0868296387669217,0.991576092009119,0.0860981938790678,0.5,0.00370644949461877,2,2,0.0190812148660099
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"B1","specific",1,"B1_3",3,3.53670487340807e-08,FALSE,3.53670492260925e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"B2","specific",2,"B2_1",1,1,TRUE,49.0094760119106,5.81331449481985,FALSE,0.259979327700041,1.02437707677534,0.266316863731387,0.5,0.035462335953861,2,2,0.182564055700386
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"B2","specific",2,"B2_2",2,1,TRUE,250.087211507484,2.62279463569717,FALSE,0.117294941928814,1.0885669139701,0.127683392959751,0.5,0.00815152441885709,2,2,0.041964955720444
"g12s6a_01__factor_L3_M2__08","factor_L3_M2",8,-121446.477826322,TRUE,"B2","specific",2,"B2_3",3,3.51739554149688e-08,FALSE,3.51739556597714e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.3551912567644,10.8597055470909,FALSE,0.485660796378537,1.13639905118994,0.551904468204718,1,0.304598542024332,2,2,0.689746461963257
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"A","shared",0,"A_2",2,1,TRUE,50.1407929465627,3.19720644264646,FALSE,0.142983418877155,1.01095432522831,0.144549705749791,1,0.0208946174323513,2,2,0.0473146993818796
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"A","shared",0,"A_3",3,1,TRUE,43.7619583530246,2.62960317339772,FALSE,0.11759942899133,1.15281069909668,0.135569879948865,1,0.0183791923493497,2,2,0.0416186591454316
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.1408571544909,7.81528714132105,FALSE,0.349510266233478,0.992952190713184,0.34704698453328,0.5,0.0602208047368213,2,2,0.136366663897178
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"B1","specific",1,"B1_2",2,3.52662656855074e-08,FALSE,3.5266265718974e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"B1","specific",1,"B1_3",3,3.52662656855074e-08,FALSE,3.52662657189682e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,49.0174108854818,5.98927660679722,FALSE,0.267848592576957,1.02266990664258,0.273920695165024,0.5,0.0375162736198451,2,2,0.0849535156122531
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"B2","specific",2,"B2_2",2,3.52216722454557e-08,FALSE,3.52216735274478e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__09","factor_L3_M2",9,-121245.972119726,FALSE,"B2","specific",2,"B2_3",3,3.52216722454557e-08,FALSE,3.52216735274479e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.3916183989449,5.55619582575865,FALSE,0.248480631253939,1.0009656376157,0.24872057349825,1,0.0618619236812982,2,2,0.212581372836875
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"A","shared",0,"A_2",2,1,TRUE,46.3765974139129,3.12494111988262,FALSE,0.139751615394837,1.14735717174607,0.160345018186364,1,0.0257105248571855,2,2,0.0883512562372742
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"A","shared",0,"A_3",3,2.47982065992858e-08,FALSE,2.47982067878168e-08,0,TRUE,0,0,0,1,0,2,2,0
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.2545983501951,7.8054670465124,FALSE,0.349071098242725,0.992824817712918,0.346566449481681,0.5,0.0600541519531694,2,2,0.206369173589384
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"B1","specific",1,"B1_2",2,1,TRUE,44.1837710093373,3.87487018051701,FALSE,0.173289462552458,0.996698625614113,0.172717369159444,0.5,0.0149156448046798,2,2,0.0512558947513719
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"B1","specific",1,"B1_3",3,3.52639563105939e-08,FALSE,3.52639574905935e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,42.7344773550579,8.93650453048346,FALSE,0.399652632227917,1.06834540305793,0.426967052460696,0.5,0.0911504319434875,2,2,0.313227956780766
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"B2","specific",2,"B2_2",2,1,TRUE,48.6770303116953,5.82764969090309,FALSE,0.260620417158299,1.02814860934529,0.267956519468293,0.5,0.0359003481627809,2,2,0.123367409928653
"g12s6a_01__factor_L3_M2__10","factor_L3_M2",10,-121848.443426217,FALSE,"B2","specific",2,"B2_3",3,1,TRUE,200.021598096239,1.21243411649407,FALSE,0.0542217020544129,0.979545458398059,0.0531126219940129,0.5,0.00141047530753945,2,2,0.00484693587567657
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.1686588618099,6.590479432128,FALSE,0.294735200291048,0.998162140218417,0.294193518320217,1,0.0865498262216278,2,2,0.326887373590959
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"A","shared",0,"A_2",2,1,TRUE,50.2557242621994,4.9332340793675,FALSE,0.220620935007686,1.09901170861421,0.242464990738862,1,0.0587892717339963,2,2,0.222039390157077
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"A","shared",0,"A_3",3,2.47990067370196e-08,FALSE,2.47990066755357e-08,0,TRUE,0,0,0,1,0,2,2,0
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.1770553483886,7.81996642576271,FALSE,0.349719530195429,0.99293866496817,0.347250043425545,0.5,0.0602912963295215,2,2,0.227712340601171
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"B1","specific",1,"B1_2",2,1,TRUE,57.0230039218296,1.71675324602642,FALSE,0.0767755391741701,1.00800758588679,0.0773903258981115,0.5,0.00299463127130796,2,2,0.0113103306371122
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"B1","specific",1,"B1_3",3,3.50826789841108e-08,FALSE,3.50826790229737e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,48.8038068448904,6.02241652274894,FALSE,0.269330654673691,1.02148308124336,0.275116707009374,0.5,0.0378446012378408,2,2,0.14293410909407
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"B2","specific",2,"B2_2",2,1,TRUE,46.2423162783993,3.76055983300015,FALSE,0.168177348400872,1.13755460956789,0.191310917898316,0.5,0.0182999336535481,2,2,0.0691164559196111
"g12s6a_01__factor_L3_M2__11","factor_L3_M2",11,-121264.878006121,FALSE,"B2","specific",2,"B2_3",3,3.52448044083076e-08,FALSE,3.52448047727301e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"A","shared",0,"A_1",1,1,TRUE,50.404990654679,5.61129671858765,FALSE,0.25094481809367,1.00196734551216,0.251438513255347,1,0.0632213259480592,2,2,0.305735364814437
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"A","shared",0,"A_2",2,2.48580632744577e-08,FALSE,2.48580624657018e-08,0,TRUE,0,0,0,1,0,2,2,0
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"A","shared",0,"A_3",3,2.48580632744577e-08,FALSE,2.48580624657034e-08,0,TRUE,0,0,0,1,0,2,2,0
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"B1","specific",1,"B1_1",1,1,TRUE,49.1545285752024,7.84157317833968,FALSE,0.350685813546132,0.993005227063253,0.348232845908238,0.5,0.0606330574846755,2,2,0.293218620013158
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"B1","specific",1,"B1_2",2,1,TRUE,42.3596083100133,5.00875132758772,FALSE,0.223998169017569,0.985215451863312,0.220686457305199,0.5,0.0243512562189597,2,2,0.117761532080331
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"B1","specific",1,"B1_3",3,1,TRUE,191.779803581208,1.91985397944292,FALSE,0.0858584800981569,0.985318505740574,0.0845979493154728,0.5,0.00357840651419165,2,2,0.0173050059400775
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"B2","specific",2,"B2_1",1,1,TRUE,48.9424397109453,5.87171968130706,FALSE,0.26259128704452,1.02006574255581,0.267860376207754,0.5,0.0358745905710797,2,2,0.173487836127143
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"B2","specific",2,"B2_2",2,1,TRUE,47.4747364099444,3.80271034129745,FALSE,0.17006237643765,1.15005062479958,0.195580342277021,0.5,0.0191258351425984,2,2,0.0924916410248527
"g12s6a_01__factor_L3_M2__12","factor_L3_M2",12,-121588.596138461,TRUE,"B2","specific",2,"B2_3",3,3.55366652771139e-08,FALSE,3.553666677412e-08,0,TRUE,0,0,0,0.5,0,2,2,0
"g12s6a_01__fpca_L1_M4__01","fpca_L1_M4",1,-120545.844841676,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.9441560665459,10.3940544849845,FALSE,0.464836247805237,1.05298649698882,0.489466292249862,1,0.239577251248827,4,4,0.661171214615021
"g12s6a_01__fpca_L1_M4__01","fpca_L1_M4",1,-120545.844841676,FALSE,"B1","specific",1,"B1_1",1,1,TRUE,49.45392384341,8.18403654974866,FALSE,0.366001241111617,0.987566264099955,0.361450478340546,0.5,0.0653232241463049,4,4,0.180275194018835
"g12s6a_01__fpca_L1_M4__01","fpca_L1_M4",1,-120545.844841676,FALSE,"B2","specific",2,"B2_1",1,1,TRUE,48.8951247922873,7.17467875194207,FALSE,0.320861388121316,1.05645597032984,0.338975929129085,0.5,0.0574523402644632,4,4,0.158553591366144
"g12s6a_01__fpca_L1_M4__02","fpca_L1_M4",2,-129592.781037321,TRUE,"A","shared",0,"A_1",1,1,TRUE,49.3054039335313,5.57775047525951,FALSE,0.24944458448424,0.988470062576827,0.246568504034588,1,0.0607960271818545,4,3,0.466076886088569
"g12s6a_01__fpca_L1_M4__02","fpca_L1_M4",2,-129592.781037321,TRUE,"B1","specific",1,"B1_1",1,1,TRUE,50.505847610283,5.94256551263151,FALSE,0.265759608939799,1.0000561215336,0.265774523776621,0.5,0.0353180487443448,4,4,0.270756609346368
"g12s6a_01__fpca_L1_M4__02","fpca_L1_M4",2,-129592.781037321,TRUE,"B2","specific",2,"B2_1",1,1,TRUE,49.5755222304422,5.9171185338921,FALSE,0.264621585454133,0.990179325313879,0.262022822948462,0.5,0.0343279798729405,4,4,0.263166504565063
"g12s6a_01__fpca_L1_M4__03","fpca_L1_M4",3,-120458.556449812,FALSE,"A","shared",0,"A_1",1,1,TRUE,50.4883109635991,10.210031332473,FALSE,0.456606482236246,1.08746468113963,0.496543422611329,1,0.246555370538572,4,4,0.653990065882955
