"fit_id","fit_config_id","seed_index","role_id","candidate_id","component","normalized_eigenvalue","cumulative_pve","retained_after_99pct"
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"A","A_1",4,0.0319949029348354,100,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B1","B1_1",1,0.700066599830341,70.0066599830341,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B1","B1_1",2,0.228714111301918,92.8780711132259,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B1","B1_1",3,0.044297936653653,97.3078647785912,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B1","B1_1",4,0.0269213522140881,100,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B2","B2_1",1,0.640852585958417,64.0852585958417,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B2","B2_1",2,0.337393197226072,97.8245783184489,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B2","B2_1",3,0.0128486854509929,99.1094468635482,TRUE
"g12s6a_01__fpca_L1_M4__08","fpca_L1_M4",8,"B2","B2_1",4,,,FALSE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"A","A_1",1,0.542137367039217,54.2137367039217,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"A","A_1",2,0.322556802435605,86.4694169474822,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"A","A_1",3,0.093136863023708,95.783103249853,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"A","A_1",4,0.0421689675014699,100,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B1","B1_1",1,0.565943179433897,56.5943179433897,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B1","B1_1",2,0.379290131218488,94.5233310652386,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B1","B1_1",3,0.0473007030891548,99.253401374154,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B1","B1_1",4,,,FALSE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B2","B2_1",1,0.640073889517752,64.0073889517752,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B2","B2_1",2,0.336910957763339,97.6984847281092,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B2","B2_1",3,0.0168657128752735,99.3850560156365,TRUE
"g12s6a_01__fpca_L1_M4__09","fpca_L1_M4",9,"B2","B2_1",4,,,FALSE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"A","A_1",1,0.672936189488837,67.2936189488837,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"A","A_1",2,0.296997227611878,96.9933417100715,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"A","A_1",3,0.020768285521042,99.0701702621757,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"A","A_1",4,,,FALSE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B1","B1_1",1,0.532370093458824,53.2370093458824,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B1","B1_1",2,0.259636086770245,79.2006180229069,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B1","B1_1",3,0.164454552882378,95.6460733111447,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B1","B1_1",4,0.043539266888553,100,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B2","B2_1",1,0.795611265698761,79.5611265698761,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B2","B2_1",2,0.161182635346747,95.6793901045507,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B2","B2_1",3,0.0267059804984368,98.3499881543944,TRUE
"g12s6a_01__fpca_L1_M4__10","fpca_L1_M4",10,"B2","B2_1",4,0.0165001184560556,100,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"A","A_1",1,0.71121835121324,71.121835121324,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"A","A_1",2,0.192744331956584,90.3962683169824,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"A","A_1",3,0.066834723845493,97.0797407015317,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"A","A_1",4,0.0292025929846833,100,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B1","B1_1",1,0.717330481042819,71.7330481042819,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B1","B1_1",2,0.215851919457457,93.3182400500276,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B1","B1_1",3,0.0419456839700397,97.5128084470316,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B1","B1_1",4,0.0248719155296841,100,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B2","B2_1",1,0.650325295319057,65.0325295319057,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B2","B2_1",2,0.307363310753562,95.7688606072619,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B2","B2_1",3,0.0285645373606263,98.6253143433245,TRUE
"g12s6a_01__fpca_L1_M4__11","fpca_L1_M4",11,"B2","B2_1",4,0.0137468565667549,100,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"A","A_1",1,0.742516507289814,74.2516507289814,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"A","A_1",2,0.205364200097815,94.7880707387629,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"A","A_1",3,0.0349467872959564,98.2827494683585,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"A","A_1",4,0.0171725053164146,100,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B1","B1_1",1,0.536230712073917,53.6230712073917,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B1","B1_1",2,0.332486665684758,86.8717377758676,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B1","B1_1",3,0.0879599558950765,95.6677333653752,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B1","B1_1",4,0.0433226663462479,100,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B2","B2_1",1,0.505218743744719,50.5218743744719,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B2","B2_1",2,0.322895612636397,82.8114356381116,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B2","B2_1",3,0.140536084326442,96.8650440707558,TRUE
"g12s6a_01__fpca_L1_M4__12","fpca_L1_M4",12,"B2","B2_1",4,0.0313495592924418,100,TRUE
"g12s6a_01__truth_L1_M2__01","truth_L1_M2",1,"A","A_1",1,0.716689990667427,71.6689990667427,TRUE
"g12s6a_01__truth_L1_M2__01","truth_L1_M2",1,"A","A_1",2,0.283310009332573,100,TRUE
"g12s6a_01__truth_L1_M2__01","truth_L1_M2",1,"B1","B1_1",1,0.83889599401564,83.889599401564,TRUE
"g12s6a_01__truth_L1_M2__01","truth_L1_M2",1,"B1","B1_1",2,0.16110400598436,100,TRUE
"g12s6a_01__truth_L1_M2__01","truth_L1_M2",1,"B2","B2_1",1,0.631783921580192,63.1783921580192,TRUE
"g12s6a_01__truth_L1_M2__01","truth_L1_M2",1,"B2","B2_1",2,0.368216078419808,100,TRUE
"g12s6a_01__truth_L1_M2__02","truth_L1_M2",2,"A","A_1",1,0.72516617668358,72.516617668358,TRUE
"g12s6a_01__truth_L1_M2__02","truth_L1_M2",2,"A","A_1",2,0.27483382331642,100,TRUE
"g12s6a_01__truth_L1_M2__02","truth_L1_M2",2,"B1","B1_1",1,0.839659619091094,83.9659619091094,TRUE
"g12s6a_01__truth_L1_M2__02","truth_L1_M2",2,"B1","B1_1",2,0.160340380908906,100,TRUE
"g12s6a_01__truth_L1_M2__02","truth_L1_M2",2,"B2","B2_1",1,0.950638369934982,95.0638369934982,TRUE
"g12s6a_01__truth_L1_M2__02","truth_L1_M2",2,"B2","B2_1",2,0.0493616300650176,100,TRUE
"g12s6a_01__truth_L1_M2__03","truth_L1_M2",3,"A","A_1",1,0.725399833874399,72.5399833874399,TRUE
"g12s6a_01__truth_L1_M2__03","truth_L1_M2",3,"A","A_1",2,0.274600166125601,100,TRUE
"g12s6a_01__truth_L1_M2__03","truth_L1_M2",3,"B1","B1_1",1,0.841759124909379,84.1759124909379,TRUE
"g12s6a_01__truth_L1_M2__03","truth_L1_M2",3,"B1","B1_1",2,0.158240875090621,100,TRUE
"g12s6a_01__truth_L1_M2__03","truth_L1_M2",3,"B2","B2_1",1,0.623447194864961,62.3447194864961,TRUE
"g12s6a_01__truth_L1_M2__03","truth_L1_M2",3,"B2","B2_1",2,0.376552805135039,100,TRUE
"g12s6a_01__truth_L1_M2__04","truth_L1_M2",4,"A","A_1",1,0.62354728165283,62.354728165283,TRUE
"g12s6a_01__truth_L1_M2__04","truth_L1_M2",4,"A","A_1",2,0.37645271834717,100,TRUE
"g12s6a_01__truth_L1_M2__04","truth_L1_M2",4,"B1","B1_1",1,0.771663430820413,77.1663430820413,TRUE
"g12s6a_01__truth_L1_M2__04","truth_L1_M2",4,"B1","B1_1",2,0.228336569179587,100,TRUE
"g12s6a_01__truth_L1_M2__04","truth_L1_M2",4,"B2","B2_1",1,0.795621027442956,79.5621027442956,TRUE
"g12s6a_01__truth_L1_M2__04","truth_L1_M2",4,"B2","B2_1",2,0.204378972557044,100,TRUE
"g12s6a_01__truth_L1_M2__05","truth_L1_M2",5,"A","A_1",1,0.721683989336557,72.1683989336557,TRUE
"g12s6a_01__truth_L1_M2__05","truth_L1_M2",5,"A","A_1",2,0.278316010663443,100,TRUE
"g12s6a_01__truth_L1_M2__05","truth_L1_M2",5,"B1","B1_1",1,0.785775875249969,78.5775875249969,TRUE
"g12s6a_01__truth_L1_M2__05","truth_L1_M2",5,"B1","B1_1",2,0.214224124750031,100,TRUE
"g12s6a_01__truth_L1_M2__05","truth_L1_M2",5,"B2","B2_1",1,0.630653296636625,63.0653296636625,TRUE
"g12s6a_01__truth_L1_M2__05","truth_L1_M2",5,"B2","B2_1",2,0.369346703363375,100,TRUE
"g12s6a_01__truth_L1_M2__06","truth_L1_M2",6,"A","A_1",1,0.725001816229206,72.5001816229206,TRUE
"g12s6a_01__truth_L1_M2__06","truth_L1_M2",6,"A","A_1",2,0.274998183770794,100,TRUE
"g12s6a_01__truth_L1_M2__06","truth_L1_M2",6,"B1","B1_1",1,0.95063836993082,95.063836993082,TRUE
"g12s6a_01__truth_L1_M2__06","truth_L1_M2",6,"B1","B1_1",2,0.0493616300691804,100,TRUE
"g12s6a_01__truth_L1_M2__06","truth_L1_M2",6,"B2","B2_1",1,0.62557310864881,62.557310864881,TRUE
"g12s6a_01__truth_L1_M2__06","truth_L1_M2",6,"B2","B2_1",2,0.37442689135119,100,TRUE
"g12s6a_01__truth_L1_M2__07","truth_L1_M2",7,"A","A_1",1,0.725097358447429,72.5097358447429,TRUE
"g12s6a_01__truth_L1_M2__07","truth_L1_M2",7,"A","A_1",2,0.274902641552571,100,TRUE
"g12s6a_01__truth_L1_M2__07","truth_L1_M2",7,"B1","B1_1",1,0.838912358916581,83.8912358916581,TRUE
"g12s6a_01__truth_L1_M2__07","truth_L1_M2",7,"B1","B1_1",2,0.161087641083419,100,TRUE
"g12s6a_01__truth_L1_M2__07","truth_L1_M2",7,"B2","B2_1",1,0.950638369934986,95.0638369934986,TRUE
"g12s6a_01__truth_L1_M2__07","truth_L1_M2",7,"B2","B2_1",2,0.0493616300650142,100,TRUE
"g12s6a_01__truth_L1_M2__08","truth_L1_M2",8,"A","A_1",1,0.838631217948634,83.8631217948634,TRUE
"g12s6a_01__truth_L1_M2__08","truth_L1_M2",8,"A","A_1",2,0.161368782051366,100,TRUE
"g12s6a_01__truth_L1_M2__08","truth_L1_M2",8,"B1","B1_1",1,0.792142492558478,79.2142492558478,TRUE
"g12s6a_01__truth_L1_M2__08","truth_L1_M2",8,"B1","B1_1",2,0.207857507441522,100,TRUE
"g12s6a_01__truth_L1_M2__08","truth_L1_M2",8,"B2","B2_1",1,0.712007557260807,71.2007557260807,TRUE
"g12s6a_01__truth_L1_M2__08","truth_L1_M2",8,"B2","B2_1",2,0.287992442739193,100,TRUE
"g12s6a_01__truth_L1_M2__09","truth_L1_M2",9,"A","A_1",1,0.840015561631253,84.0015561631253,TRUE
"g12s6a_01__truth_L1_M2__09","truth_L1_M2",9,"A","A_1",2,0.159984438368747,100,TRUE
"g12s6a_01__truth_L1_M2__09","truth_L1_M2",9,"B1","B1_1",1,0.769735803431858,76.9735803431858,TRUE
"g12s6a_01__truth_L1_M2__09","truth_L1_M2",9,"B1","B1_1",2,0.230264196568142,100,TRUE
"g12s6a_01__truth_L1_M2__09","truth_L1_M2",9,"B2","B2_1",1,0.712514638578775,71.2514638578775,TRUE
"g12s6a_01__truth_L1_M2__09","truth_L1_M2",9,"B2","B2_1",2,0.287485361421225,100,TRUE
"g12s6a_01__truth_L1_M2__10","truth_L1_M2",10,"A","A_1",1,0.725648795720909,72.5648795720909,TRUE
"g12s6a_01__truth_L1_M2__10","truth_L1_M2",10,"A","A_1",2,0.274351204279091,100,TRUE
"g12s6a_01__truth_L1_M2__10","truth_L1_M2",10,"B1","B1_1",1,0.840352091220566,84.0352091220566,TRUE
"g12s6a_01__truth_L1_M2__10","truth_L1_M2",10,"B1","B1_1",2,0.159647908779434,100,TRUE
"g12s6a_01__truth_L1_M2__10","truth_L1_M2",10,"B2","B2_1",1,0.950638369934987,95.0638369934987,TRUE
"g12s6a_01__truth_L1_M2__10","truth_L1_M2",10,"B2","B2_1",2,0.0493616300650134,100,TRUE
"g12s6a_01__truth_L1_M2__11","truth_L1_M2",11,"A","A_1",1,0.72251613238797,72.251613238797,TRUE
"g12s6a_01__truth_L1_M2__11","truth_L1_M2",11,"A","A_1",2,0.27748386761203,100,TRUE
"g12s6a_01__truth_L1_M2__11","truth_L1_M2",11,"B1","B1_1",1,0.837777334188674,83.7777334188674,TRUE
"g12s6a_01__truth_L1_M2__11","truth_L1_M2",11,"B1","B1_1",2,0.162222665811326,100,TRUE
"g12s6a_01__truth_L1_M2__11","truth_L1_M2",11,"B2","B2_1",1,0.625906518933949,62.5906518933949,TRUE
"g12s6a_01__truth_L1_M2__11","truth_L1_M2",11,"B2","B2_1",2,0.374093481066051,100,TRUE
"g12s6a_01__truth_L1_M2__12","truth_L1_M2",12,"A","A_1",1,0.748165323694291,74.8165323694291,TRUE
"g12s6a_01__truth_L1_M2__12","truth_L1_M2",12,"A","A_1",2,0.251834676305709,100,TRUE
"g12s6a_01__truth_L1_M2__12","truth_L1_M2",12,"B1","B1_1",1,0.841150567907656,84.1150567907656,TRUE
"g12s6a_01__truth_L1_M2__12","truth_L1_M2",12,"B1","B1_1",2,0.158849432092344,100,TRUE
"g12s6a_01__truth_L1_M2__12","truth_L1_M2",12,"B2","B2_1",1,0.791781572492263,79.1781572492263,TRUE
"g12s6a_01__truth_L1_M2__12","truth_L1_M2",12,"B2","B2_1",2,0.208218427507737,100,TRUE
