"fit_config_id","reference_fit_id","reference_candidate_id","role_id","candidate_fit_id","candidate_seed_index","candidate_id","loading_abs_cosine","reference_contribution_share","candidate_contribution_share","candidate_complete_contribution_rms","candidate_factor_ppi"
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__03",3,"A_1",1,0.343865207254004,0.343865207254004,0.25313733275937,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__04",4,"A_1",1.58975933017015e-06,0.343865207254004,0.271330652577585,0.249368170323147,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__05",5,"A_1",0.999980487204091,0.343865207254004,0.382479119284356,0.440278398217313,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__06",6,"A_1",0.999999826971892,0.343865207254004,0.509231458607689,0.252362282006361,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__07",7,"A_1",0.999999989106062,0.343865207254004,0.515091459635397,0.252584408306627,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__08",8,"A_1",7.60155845904173e-05,0.343865207254004,0.479084348495818,0.244953480204585,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__09",9,"A_1",5.17245896120136e-05,0.343865207254004,0.482665593696124,0.245402044749191,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__10",10,"A_1",0.999999989291073,0.343865207254004,0.515656234502643,0.252601278885711,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__11",11,"A_1",0.999999995205393,0.343865207254004,0.344553308934896,0.25290384735954,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","A_1","A","g12s6a_01__truth_L1_M2__12",12,"A_1",0.99997887884944,0.343865207254004,0.777075073589735,0.485312977391223,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__01",1,"B1_1",0.999999748728173,0.325707743450327,0.193182032718588,0.346651447194162,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__02",2,"B1_1",0.999999883881791,0.325707743450327,0.484193207384839,0.346427678320696,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__03",3,"B1_1",1,0.325707743450327,0.325707743450327,0.348410409226117,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__04",4,"B1_1",0.294450263064569,0.325707743450327,0.157557084281095,0.268735818032699,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__05",5,"B1_1",0.999978116765838,0.325707743450327,0.49755482422357,0.710164536317063,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__06",6,"B1_1",0,0.325707743450327,0,0,4.2141940381768e-08
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__07",7,"B1_1",0.999999925684342,0.325707743450327,0.484908540364603,0.346584613470346,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__08",8,"B1_1",4.12165255268009e-06,0.325707743450327,0.268462756008987,0.259319181813792,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__09",9,"B1_1",4.80485545862994e-05,0.325707743450327,0.263729210191123,0.256536473935434,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__10",10,"B1_1",0.999999713545415,0.325707743450327,0.484343765497357,0.346216102706841,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__11",11,"B1_1",0.999999641368272,0.325707743450327,0.324816511695691,0.347265205098575,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B1_1","B1","g12s6a_01__truth_L1_M2__12",12,"B1_1",0.999999973122444,0.325707743450327,0.199671296042916,0.34790705191413,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__01",1,"B2_1",0.999999875479062,0.33042704929567,0.194418996383605,0.347759498038206,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__02",2,"B2_1",0,0.33042704929567,0,0,4.14658242187116e-08
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__03",3,"B2_1",1,0.33042704929567,0.33042704929567,0.350925458397724,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__04",4,"B2_1",0.000142979744103997,0.33042704929567,0.57111226314132,0.511643345169303,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__05",5,"B2_1",0.999999974226112,0.33042704929567,0.119966056492074,0.348712649640369,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__06",6,"B2_1",0.999999902141783,0.33042704929567,0.490768541392311,0.350364575587639,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__07",7,"B2_1",0,0.33042704929567,0,0,4.14656580183248e-08
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__08",8,"B2_1",0.000482672609561841,0.33042704929567,0.252452895495195,0.251468041045642,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__09",9,"B2_1",0.000457442905209339,0.33042704929567,0.253605196112753,0.25156433954844,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__10",10,"B2_1",0,0.33042704929567,0,0,4.14656220470988e-08
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__11",11,"B2_1",0.999999995267349,0.33042704929567,0.330630179369413,0.350359153094399,1
"truth_L1_M2","g12s6a_01__truth_L1_M2__03","B2_1","B2","g12s6a_01__truth_L1_M2__12",12,"B2_1",0.00438585447328063,0.33042704929567,0.0232536303673486,0.118727355818246,1
