"version_line","parent_candidate","runtime_source_commit","frozen_tag","status","formal_execution_authorized","scientific_design_changed","overwrote_parent"
"v0L-V frozen binding","protocol_manifests_20260812_v3_candidate2","b49448f851e5401cbaf681577ecee2b4bdc72514","v0.3.0-v0L-V-frozen1","frozen",FALSE,FALSE,FALSE
