"file","source_experiment","source_relative_path","rows","bytes","sha256","historical_source_modified"
"G12IC_ENDPOINTS_20260823.csv","G12IC_20260822","对比实验/v0L-V_G12精简独立确认_20260822/v0lv-g12-independent-confirmation-20260822-v1/analysis_20260823_v1/CONVERGENCE_ENDPOINT_ATTRIBUTION.csv",144,39844,"fd5a909337157d96ed035454e14417dd604b1b32a99572670430e8e0c60c92be",FALSE
"G12IC_SCIENCE_20260823.csv","G12IC_20260822","对比实验/v0L-V_G12精简独立确认_20260822/v0lv-g12-independent-confirmation-20260822-v1-full_archive/evaluation/ALL_144_SCIENTIFIC_RESULTS.csv",144,119173,"ac866b4cf522aef6393de2862ec79dddb4a1b4b86b789b5ef19d400ce8c70bf3",FALSE
"G12CS_ENDPOINTS_20260824.csv","G12CS_20260823","对比实验/v0L-V_G12跨场景推广确认_20260823/v0lv-g12-cross-scenario-confirmation-20260823-v1/analysis_20260824_v1/CONVERGENCE_ENDPOINT_ATTRIBUTION.csv",96,30433,"f907818196577cfc198de33d889a2915361a5e40a3c86685bf7550ab9b6e5630",FALSE
"G12CS_SCIENCE_20260824.csv","G12CS_20260823","对比实验/v0L-V_G12跨场景推广确认_20260823/v0lv-g12-cross-scenario-confirmation-20260823-v1/evaluation/ALL_96_SCIENTIFIC_RESULTS.csv",96,83942,"0626c6901504892582ae15442b24b2429badb3c7218e2c2426c18a14369b2575",FALSE
