"fit_id","data_id","scenario_id","method_id","seed_index","t1_sweeps","exact_correct_1_1_1","strict_practical_converged","original_longest_streak","quantile_factor_alternative_ever_5","output_only_quantile_factor_ever_5","endpoint_objective_pass","endpoint_fitted_gate_pass","endpoint_rss_gate_pass","endpoint_ppi_max_gate_pass","endpoint_ppi_quantile_factor_gate_pass","minimum_gate_groups_removed_for_5_streak","remove_ppi_max_alone_reaches_5","endpoint_ppi_max_abs","endpoint_ppi_quantile_abs","endpoint_factor_ppi_max_abs","endpoint_long_ppi_max_abs","endpoint_long_ppi_quantile_abs","endpoint_long_factor_ppi_max_abs","experiment_id"
"g12ic_05__G12IC__gram_unit_energy__01","g12ic_05","independent_baseline_strong","gram_unit_energy",1,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.00895738646058825,0.000253626838222573,1.46689327351623e-11,0.0339856701613101,0.000776863847037956,9.38236155434424e-11,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__02","g12ic_05","independent_baseline_strong","gram_unit_energy",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0227699399749844,0.000388658222494271,0,0.0690593432356235,0.0015186236859433,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__03","g12ic_05","independent_baseline_strong","gram_unit_energy",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.0229960394988458,0.00144987794839096,0,0.0801902777802497,0.00449446055204153,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__04","g12ic_05","independent_baseline_strong","gram_unit_energy",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.00838761832078083,0.00024266120871335,4.4175774149835e-13,0.0391880611741754,0.000810155472674245,3.36336514195068e-11,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__05","g12ic_05","independent_baseline_strong","gram_unit_energy",5,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0149289477128801,0.000294668474031331,0,0.0522356346889406,0.00101032875932913,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__06","g12ic_05","independent_baseline_strong","gram_unit_energy",6,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,FALSE,0.0110614887340114,0.000355240814231538,0,0.0394257023508345,0.00116302923503998,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__07","g12ic_05","independent_baseline_strong","gram_unit_energy",7,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,FALSE,0.0125818068855624,0.00044910951170271,0,0.0401905656247233,0.0014618673199433,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__08","g12ic_05","independent_baseline_strong","gram_unit_energy",8,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0103270805917908,0.000343949106023984,0,0.032236500130956,0.00113706307573665,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__09","g12ic_05","independent_baseline_strong","gram_unit_energy",9,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0146421362793142,0.000316927274737104,0,0.0608122364096911,0.0011293690693719,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__10","g12ic_05","independent_baseline_strong","gram_unit_energy",10,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FALSE,0.00973230133017988,0.000214284770920539,2.69240185701847e-12,0.0478923998812024,0.000795303225672713,3.80928621979137e-11,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__11","g12ic_05","independent_baseline_strong","gram_unit_energy",11,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0328618692105225,0.00077255276080637,0,0.0459231807004479,0.0019996945588013,0,"G12IC_20260822"
"g12ic_05__G12IC__gram_unit_energy__12","g12ic_05","independent_baseline_strong","gram_unit_energy",12,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00713041606704518,0.000227324092974661,1.33504318711175e-12,0.0271959882521095,0.000742882825946541,3.06827896423556e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__01","g12ic_06","independent_baseline_strong","current_1_over_m",1,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0084205600920001,0.000643946522699703,1.29293242778772e-11,0.0267647970657005,0.00215774493426425,5.7520099794317e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__02","g12ic_06","independent_baseline_strong","current_1_over_m",2,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00744201295420188,0.000212825973199256,3.17623705115011e-12,0.0246490289317559,0.000705752460818071,4.53155291069152e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__03","g12ic_06","independent_baseline_strong","current_1_over_m",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.015741738109825,0.000263216877477072,3.25806048806498e-12,0.0520512000933808,0.000874460722218271,4.60115279210527e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__04","g12ic_06","independent_baseline_strong","current_1_over_m",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.108252493073164,0.000514706368825466,6.12738748628772e-11,0.203208496392706,0.00160464345131269,2.71825784103896e-10,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__05","g12ic_06","independent_baseline_strong","current_1_over_m",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00701556377978579,0.000202931963018704,3.17457171661317e-12,0.022906828939476,0.000664341075473998,4.53215243112481e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__06","g12ic_06","independent_baseline_strong","current_1_over_m",6,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.0101969076518593,0.000745139411489567,2.82240897320207e-12,0.0326422502994766,0.00250998984760061,2.91130453078381e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__07","g12ic_06","independent_baseline_strong","current_1_over_m",7,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00623816040155231,0.000351744548767551,2.83439938186802e-12,0.0205793702772555,0.00119702322244977,3.9395375850404e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__08","g12ic_06","independent_baseline_strong","current_1_over_m",8,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.023783364055101,0.000393534350623353,0,0.131837839407053,0.00148391945970935,0,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__09","g12ic_06","independent_baseline_strong","current_1_over_m",9,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0141398460360335,0.000431121337178447,0,0.0476976461596365,0.00142376362393387,0,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__10","g12ic_06","independent_baseline_strong","current_1_over_m",10,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00807031456498952,0.000225922634400929,3.18478576843972e-12,0.0265642107980999,0.000757365551229833,4.53537207789623e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__11","g12ic_06","independent_baseline_strong","current_1_over_m",11,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00885088274328172,0.000663955638539486,3.29114513419881e-12,0.0287424712954855,0.0021834845853421,4.04575262180629e-11,"G12IC_20260822"
"g12ic_06__G12IC__current_1_over_m__12","g12ic_06","independent_baseline_strong","current_1_over_m",12,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0188344227281032,0.000702259212332861,2.63030708325118e-11,0.0367017998982265,0.00216760583562081,9.38322752830345e-11,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__01","g12ic_06","independent_baseline_strong","gram_unit_energy",1,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00898028839501303,0.000486335980692701,0,0.0299848298584424,0.00155418465299816,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__02","g12ic_06","independent_baseline_strong","gram_unit_energy",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.00585555968309465,0.000364588529625093,0,0.0246931782418341,0.00123694047939871,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__03","g12ic_06","independent_baseline_strong","gram_unit_energy",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0173894748876017,0.000459120339834418,0,0.0543803741872726,0.00153112179722524,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__04","g12ic_06","independent_baseline_strong","gram_unit_energy",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.3892380882676,0.00273056008685612,1.02237662780169e-10,0.511058586207406,0.00627388668105186,3.62264329645257e-10,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__05","g12ic_06","independent_baseline_strong","gram_unit_energy",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.0122395694676503,0.000721558473103005,0,0.0395535918845207,0.00242392782753241,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__06","g12ic_06","independent_baseline_strong","gram_unit_energy",6,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.00805635446412778,0.00032631672924202,0,0.969902962582762,0.0056527208655365,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__07","g12ic_06","independent_baseline_strong","gram_unit_energy",7,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0143555757764434,0.00036746057087858,0,0.0350120860630088,0.000999904281085088,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__08","g12ic_06","independent_baseline_strong","gram_unit_energy",8,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.009749442961137,0.000645981062394982,0,0.0313290281434434,0.0021553573569375,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__09","g12ic_06","independent_baseline_strong","gram_unit_energy",9,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,FALSE,0.0178430526882583,0.000668287225320165,0,0.99799963727703,0.0168934850882147,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__10","g12ic_06","independent_baseline_strong","gram_unit_energy",10,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00764560211153487,0.000198595269024564,3.27138316436049e-12,0.0251578970985128,0.000654434587376237,4.53136417277733e-11,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__11","g12ic_06","independent_baseline_strong","gram_unit_energy",11,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0143261621646603,0.000384311342687024,0,0.0656380854726723,0.00123014385596759,0,"G12IC_20260822"
"g12ic_06__G12IC__gram_unit_energy__12","g12ic_06","independent_baseline_strong","gram_unit_energy",12,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.0154193488442581,0.000925580572212817,0,0.0513469444077729,0.00308485590635641,0,"G12IC_20260822"
"g12cs_base_01__G12CS__current_1_over_m__01","g12cs_base_01","baseline_strong","current_1_over_m",1,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.011007070100462,0.000345876772805515,2.9126701051041e-12,0.037869927153877,0.00119237015181895,3.83307829920909e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__current_1_over_m__02","g12cs_base_01","baseline_strong","current_1_over_m",2,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00400348298035827,7.91041658990002e-05,2.87192492010035e-12,0.0126769901268615,0.000252399956107635,4.06223943372197e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__current_1_over_m__03","g12cs_base_01","baseline_strong","current_1_over_m",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.0208817289514048,0.000158688156553713,3.2888136658471e-12,0.065155264053626,0.000628444577911222,4.29779545285669e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__current_1_over_m__04","g12cs_base_01","baseline_strong","current_1_over_m",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0286936237112189,0.000307337235908978,3.3353320105789e-11,0.123173982979498,0.000933013961764506,2.01286320944405e-10,"G12CS_20260823"
"g12cs_base_01__G12CS__current_1_over_m__05","g12cs_base_01","baseline_strong","current_1_over_m",5,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,0.0176143160700662,0.000254364950604267,1.42952316650735e-11,0.0449364971925678,0.00084789837847351,7.25337567786255e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__current_1_over_m__06","g12cs_base_01","baseline_strong","current_1_over_m",6,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0137117528043758,0.000378866797489584,2.6887381210372e-12,0.0421234953181689,0.00134948885119442,3.91703336433125e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__current_1_over_m__07","g12cs_base_01","baseline_strong","current_1_over_m",7,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE,0.0190828245223344,0.000312343013434016,6.99751367960744e-12,0.0608843541590867,0.00100565417107808,4.29778435062644e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__current_1_over_m__08","g12cs_base_01","baseline_strong","current_1_over_m",8,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00950034000614897,0.0003492003416424,2.90933943603022e-12,0.0307650870452255,0.00116627723556667,3.8317349293493e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__01","g12cs_base_01","baseline_strong","gram_unit_energy",1,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.00931195659011838,0.000465196722211283,5.916267475925e-12,0.0354488108011621,0.0014973038594584,2.8503088778109e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__02","g12cs_base_01","baseline_strong","gram_unit_energy",2,200,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0987669894970619,0.000436486468527779,1.15455422999844e-10,0.242956369932229,0.00188827971153828,5.89458482025407e-10,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__03","g12cs_base_01","baseline_strong","gram_unit_energy",3,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00856482009551077,0.000445828498818558,2.81608070196171e-12,0.0282531258058581,0.00150192884656855,3.85474985264977e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__04","g12cs_base_01","baseline_strong","gram_unit_energy",4,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.156206045384101,0.000846548507304557,0,0.538177614106962,0.00292883444806948,0,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__05","g12cs_base_01","baseline_strong","gram_unit_energy",5,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.00899879184807481,0.000349183099483927,1.15840670389389e-12,0.0355158207187381,0.00104056366502542,1.53751456011264e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__06","g12cs_base_01","baseline_strong","gram_unit_energy",6,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.0107822586477919,0.00028962714362184,2.59359200782683e-12,0.046644230056442,0.00102304274457204,3.90452115084372e-11,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__07","g12cs_base_01","baseline_strong","gram_unit_energy",7,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0254293085457842,0.000427509253786776,0,0.0567366889323097,0.00133739185858108,0,"G12CS_20260823"
"g12cs_base_01__G12CS__gram_unit_energy__08","g12cs_base_01","baseline_strong","gram_unit_energy",8,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0848131521056024,0.000663704603345643,0,0.372976721288754,0.00230634073148797,0,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__01","g12cs_base_02","baseline_strong","current_1_over_m",1,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00865638823346382,0.000262458912388395,3.3048008774017e-12,0.027542391530107,0.000884221492744159,4.63624694191367e-11,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__02","g12cs_base_02","baseline_strong","current_1_over_m",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.023093035345052,0.00038000387467695,0,0.0655904614150055,0.00128293556158852,0,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__03","g12cs_base_02","baseline_strong","current_1_over_m",3,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0265904916126579,0.000396272964631658,0,0.0762049562730582,0.00134998966998797,0,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__04","g12cs_base_02","baseline_strong","current_1_over_m",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.0145235568017478,0.000406151627186944,0,0.0608813929951202,0.00139427725426543,0,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__05","g12cs_base_02","baseline_strong","current_1_over_m",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.0104288402399162,0.000416336225515045,3.05011571555269e-12,0.0329067911894585,0.00139201685057225,4.10013134555243e-11,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__06","g12cs_base_02","baseline_strong","current_1_over_m",6,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,FALSE,0.00672326783699628,0.000315477873084725,3.09485770344509e-12,0.0327171202172331,0.00122084177749484,3.64805963215531e-11,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__07","g12cs_base_02","baseline_strong","current_1_over_m",7,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00811950853992982,0.000309545073628355,3.28148619388458e-12,0.0259369041388302,0.00103311006013216,4.38429292870524e-11,"G12CS_20260823"
"g12cs_base_02__G12CS__current_1_over_m__08","g12cs_base_02","baseline_strong","current_1_over_m",8,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0216114729367092,0.000607509780931913,0,0.0896831607898315,0.00206358399155874,0,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__01","g12cs_base_02","baseline_strong","gram_unit_energy",1,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.129010976703362,0.000442469832963354,0,0.279744799359062,0.00150803829290374,0,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__02","g12cs_base_02","baseline_strong","gram_unit_energy",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0263077923741028,0.000368170657496855,0,0.0926668232960938,0.00144286443450367,0,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__03","g12cs_base_02","baseline_strong","gram_unit_energy",3,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,FALSE,0.0164453951865442,0.000645206691624887,0,0.99623636292901,0.0892195061705931,0,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__04","g12cs_base_02","baseline_strong","gram_unit_energy",4,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.420848567560873,0.00128496175654574,0,0.658576345026149,0.00405692901829578,0,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__05","g12cs_base_02","baseline_strong","gram_unit_energy",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00748310345353559,0.00026893617133578,6.78346268045971e-14,0.0237527573730996,0.000890480088501158,3.02868841117743e-12,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__06","g12cs_base_02","baseline_strong","gram_unit_energy",6,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,FALSE,0.00836644734547565,0.000311317073086032,0,0.0277680231726169,0.0010385750184807,0,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__07","g12cs_base_02","baseline_strong","gram_unit_energy",7,200,TRUE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00861074491188074,0.00034657846097189,0,0.0272333946426591,0.00115567264772536,0,"G12CS_20260823"
"g12cs_base_02__G12CS__gram_unit_energy__08","g12cs_base_02","baseline_strong","gram_unit_energy",8,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.00735057099782455,0.000266353089364484,0,0.0255786911349772,0.000901122435336834,0,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__01","g12cs_weak_01","weak_loading_separation","current_1_over_m",1,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00856030237209904,0.000191484610919879,3.04845038101575e-12,0.0276765772455689,0.000639454169918902,3.91935373045271e-11,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__02","g12cs_weak_01","weak_loading_separation","current_1_over_m",2,84,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,8.09108669400664e-15,7.01843929065863e-18,1.01030295240889e-14,8.2902962558177e-14,2.16721583015342e-17,2.55129251058861e-13,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__03","g12cs_weak_01","weak_loading_separation","current_1_over_m",3,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00974547772249323,0.000228823647512707,3.05666603139798e-12,0.0318174839056651,0.000771025949713905,3.92047505570758e-11,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__04","g12cs_weak_01","weak_loading_separation","current_1_over_m",4,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00987831350154411,8.83962962395796e-05,3.04589686805912e-12,0.0293410578715056,0.000293357844327181,4.09430267467314e-11,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__05","g12cs_weak_01","weak_loading_separation","current_1_over_m",5,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.0115259275454547,8.40591928961555e-05,3.20066195769186e-12,0.0377583070587382,0.00028714944198948,4.39521752326755e-11,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__06","g12cs_weak_01","weak_loading_separation","current_1_over_m",6,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00928825881270845,0.000209998097463602,3.07709413505108e-12,0.0300857263866345,0.000702592999564427,3.93372001639136e-11,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__07","g12cs_weak_01","weak_loading_separation","current_1_over_m",7,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.127948634038465,0.000524674681952985,0,0.353201493588785,0.00158556073448141,0,"G12CS_20260823"
"g12cs_weak_01__G12CS__current_1_over_m__08","g12cs_weak_01","weak_loading_separation","current_1_over_m",8,200,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.858555061936593,0.000620019479074484,1.58029145325145e-11,0.957840530002862,0.001735558206712,7.48786588289363e-11,"G12CS_20260823"
"g12cs_weak_01__G12CS__gram_unit_energy__01","g12cs_weak_01","weak_loading_separation","gram_unit_energy",1,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0123333818378918,0.000274234248154515,0,0.0412200760299775,0.000912590434155526,0,"G12CS_20260823"
"g12cs_weak_01__G12CS__gram_unit_energy__02","g12cs_weak_01","weak_loading_separation","gram_unit_energy",2,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0753201033934787,0.000481876769488743,0,0.185486484303145,0.00191918045044898,0,"G12CS_20260823"
"g12cs_weak_01__G12CS__gram_unit_energy__03","g12cs_weak_01","weak_loading_separation","gram_unit_energy",3,200,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,TRUE,0.00995336725110696,0.000221556283597782,1.09245945623115e-13,0.0326550241405152,0.000745741292566969,1.02085007114283e-12,"G12CS_20260823"
"g12cs_weak_01__G12CS__gram_unit_energy__04","g12cs_weak_01","weak_loading_separation","gram_unit_energy",4,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.0303698486254543,0.00025717662529944,0,0.272456776940189,0.00127768105251338,0,"G12CS_20260823"
"g12cs_weak_01__G12CS__gram_unit_energy__05","g12cs_weak_01","weak_loading_separation","gram_unit_energy",5,200,TRUE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE,0.00916356054525436,0.000264952596470913,0,0.0715894558763586,0.000985122550889617,0,"G12CS_20260823"
