"fit_id","data_id","method_id","calibration_mode","seed_index","fit_seed","paired_seed_id","terminal_status","actual_T1_sweeps","strict_practical_converged","objective_eligible","final_elbo","warning_count","elapsed_seconds","peak_memory_bytes","truth_used_for_fit_or_selection","formal_v0lv_result","truth_global_direction_count","truth_study_role_count","candidate_shared","candidate_specific_study_1","candidate_specific_study_2","selected_shared","selected_specific_study_1","selected_specific_study_2","selected_counts","selected_loading_rank_shared","selected_loading_rank_specific_study_1","selected_loading_rank_specific_study_2","R_A","R_B1","R_B2","L_B1_to_A","L_B2_to_A","L_A_to_B1","L_A_to_B2","global_correct","global_misplaced","global_missing","global_extra","global_duplicate","study_correct","study_misplaced","study_missing","study_candidate_extra","study_candidate_duplicate","strict_joint_recovery","strict_joint_correct_type","strict_joint_misplaced","matched_function_recall_mean","matched_trajectory_abs_cor_mean","matched_score_abs_cor_mean","correctly_placed_function_recall_mean","correctly_placed_trajectory_abs_cor_mean","correctly_placed_score_abs_cor_mean","shared_effective_M","specific_effective_M_study_1","specific_effective_M_study_2","signal_nrmse_all_candidates","signal_nrmse_ppi_selected","signal_nrmse_mean_only","iterations","t1_sweeps","continuation_used","P_A","P_B1","P_B2","min_correct_block_R","max_cross_block_L","dense_signal_nrmse_ppi_selected","dense_signal_relative_mise_ppi_selected","dense_signal_nrmse_all_candidates","feature_components_total","feature_components_matched","feature_total_ise_mean","feature_projection_floor_ise_mean","feature_estimate_to_projection_ise_mean","factor_kernels_total","factor_kernels_matched","kernel_relative_ise_mean","covariance_operator_relative_error_mean","loading_relative_l2_error_mean","loading_support_ppi_auc_mean","exact_correct_1_1_1"
"g12ic_04__G12IC__current_1_over_m__04","g12ic_04","current_1_over_m","none",4,82922404,"g12ic_04__seed_4","max_budget_reached",200,FALSE,TRUE,-128952.37410974,1,2355.70000576973,235322088,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999186349469045,1.79457797524751e-09,0.999632078699426,9.50134682540557e-09,1.19285950926379e-07,0.998178451455416,1.3657951465374e-10,2,0,1,0,1,3,0,1,0,1,2,2,0,0.945398770046374,0.893136037992834,0.893723339157495,0.945398770046374,0.893136037992834,0.893723339157495,"2","2","2",0.321726449205771,0.321726449205771,0.630696690090189,299,200,FALSE,0.999186349469045,1.79457797524751e-09,0.999632078699426,1.79457797524751e-09,0.998178451455416,0.37787559129747,0.142789962498413,0.37787559129747,8,6,0.118987625405389,0.0324863555156086,0.0886199899478815,4,3,0.192617173582779,0.637464152918241,0.164629680238939,0.987177777777778,FALSE
"g12ic_04__G12IC__current_1_over_m__05","g12ic_04","current_1_over_m","none",5,82922405,"g12ic_04__seed_5","max_budget_reached",200,FALSE,TRUE,-128928.279718332,1,2213.21310043335,235284136,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999435232358695,0,0.999628478782267,5.25117829758903e-09,4.2642742869997e-09,0,4.86465945967231e-10,2,0,1,0,0,3,0,1,0,0,3,3,0,0.959811487902334,0.976831387138721,0.944563458327743,0.959811487902334,0.976831387138721,0.944563458327743,"2","2","2",0.325156510025722,0.325156510025722,0.630155701168778,299,200,FALSE,0.999435232358695,0,0.999628478782267,0,5.25117829758903e-09,0.339365210510496,0.115168746104834,0.339365210510496,8,6,0.0829096822578716,0.0324863555156086,0.0509683349304728,4,3,0.143809166989544,0.590248275670163,0.111533825495395,0.987555555555556,FALSE
"g12ic_04__G12IC__current_1_over_m__06","g12ic_04","current_1_over_m","none",6,82922406,"g12ic_04__seed_6","strict_practical_converged",84,TRUE,TRUE,-149715.150613895,0,1158.66114330292,235279352,FALSE,FALSE,3,4,1,1,1,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2","2","2",0.628481491964953,0.628481491964953,0.628481491964953,183,84,FALSE,0,0,0,0,0,0.644505244652996,0.415387010385218,0.644505244652996,8,0,,0.0324863555156086,,4,0,,1,,,FALSE
"g12ic_04__G12IC__current_1_over_m__07","g12ic_04","current_1_over_m","none",7,82922407,"g12ic_04__seed_7","max_budget_reached",200,FALSE,TRUE,-128809.403427758,1,2348.20412778854,235353520,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999306078568548,2.08692791556227e-06,0.99963166121898,1.37079338865653e-08,2.59915274265602e-09,0.996837130553546,1.20916001377868e-10,2,0,1,0,1,3,0,1,0,1,3,3,0,0.954201320385268,0.943688085762348,0.933078382581344,0.954201320385268,0.943688085762348,0.933078382581344,"2","2","2",0.321373354650143,0.321373354650143,0.629553873230524,299,200,FALSE,0.999306078568548,2.08692791556227e-06,0.99963166121898,2.08692791556227e-06,0.996837130553546,0.405184698020303,0.164174639509804,0.405184698020303,8,6,0.102626976132619,0.0324863555156086,0.0717237445287532,4,3,0.170091018339049,0.675987903603995,0.180070084032334,0.987377777777778,FALSE
"g12ic_04__G12IC__current_1_over_m__08","g12ic_04","current_1_over_m","none",8,82922408,"g12ic_04__seed_8","max_budget_reached",200,FALSE,TRUE,-137078.825386896,1,2076.67400312424,235259248,FALSE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,0.999435222677351,0,0,8.4296017659092e-09,7.02219462798514e-09,0,0,1,0,2,0,0,2,0,2,0,0,2,2,0,0.949927134921741,0.96570219611892,0.942585840783306,0.949927134921741,0.96570219611892,0.942585840783306,"2","2","2",0.49952922452829,0.49952922452829,0.630262347412332,299,200,FALSE,0.999435222677351,0,0,0,8.4296017659092e-09,0.505436644033122,0.255466201131465,0.505436644033122,8,4,0.0902312399719742,0.0324863555156086,0.0507875873553556,4,2,0.185057215873311,0.778974183282409,0.121757231610014,0.999777777777778,FALSE
"g12ic_04__G12IC__current_1_over_m__09","g12ic_04","current_1_over_m","none",9,82922409,"g12ic_04__seed_9","max_budget_reached",200,FALSE,TRUE,-135888.881729299,1,2205.64773607254,234027816,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,2.1950601791886e-10,0,1.30672271136905e-08,0.00660735966060845,0.999632046227237,0,0.999106692863119,0,2,1,0,0,0,2,2,1,0,2,0,2,0.96213249659465,0.980648308115479,0.938611436231445,0,0,0,"2","2","2",0.430090671026648,0.430090671026648,0.629486627419314,299,200,FALSE,2.1950601791886e-10,0,1.30672271136905e-08,0,0.999632046227237,0.457727577642809,0.209514535334754,0.457727577642809,8,4,0.11972862657925,0.0324863555156086,0.0928716755505413,4,2,0.15577965221786,0.805424891791215,0.228640536692284,0.983244444444444,FALSE
"g12ic_04__G12IC__current_1_over_m__10","g12ic_04","current_1_over_m","none",10,82922410,"g12ic_04__seed_10","max_budget_reached",200,FALSE,TRUE,-129266.223681715,1,2202.07891535759,231909392,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.99943596968417,0.999027578441556,0,7.01002102602293e-10,2.54265347293387e-09,2.03450777320802e-08,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.954779993076682,0.975110427337595,0.95646718627239,0.954779993076682,0.975110427337595,0.95646718627239,"2","2","2",0.409920659102772,0.409920659102772,0.630360050132312,299,200,FALSE,0.99943596968417,0.999027578441556,0,0,2.03450777320802e-08,0.42096712919787,0.177213323865096,0.42096712919787,8,6,0.0760167607149299,0.0324863555156086,0.0401892740039147,4,3,0.140163788130411,0.608604989262164,0.157667187414104,0.997711111111111,FALSE
"g12ic_04__G12IC__current_1_over_m__11","g12ic_04","current_1_over_m","none",11,82922411,"g12ic_04__seed_11","max_budget_reached",200,FALSE,TRUE,-128971.62089967,1,2205.63568210602,235158936,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999434303002385,0,0.999626602390159,4.31923602543356e-09,3.46830610925619e-09,0,3.85827500772137e-10,2,0,1,0,0,3,0,1,0,0,3,3,0,0.959786580644774,0.976618748928091,0.944292196191465,0.959786580644774,0.976618748928091,0.944292196191465,"2","2","2",0.325159294761201,0.325159294761201,0.630187401877429,299,200,FALSE,0.999434303002385,0,0.999626602390159,0,4.31923602543356e-09,0.339417831883467,0.115204464600474,0.339417831883467,8,6,0.0833537698067415,0.0324863555156086,0.0514208770761931,4,3,0.143907312486813,0.590762911738054,0.111258067340409,0.987533333333333,FALSE
"g12ic_04__G12IC__current_1_over_m__12","g12ic_04","current_1_over_m","none",12,82922412,"g12ic_04__seed_12","max_budget_reached",200,FALSE,TRUE,-121244.773899162,1,2343.01961541176,233117568,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999436701209685,0.999042646485589,0.999626352088939,6.32123137031026e-10,2.90514415947752e-09,2.55800870385858e-08,3.96591585847718e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.960985494259212,0.980551460510661,0.957776841930553,0.960985494259212,0.980551460510661,0.957776841930553,"2","2","2",0.155668354054668,0.155668354054668,0.630455444807224,299,200,FALSE,0.999436701209685,0.999042646485589,0.999626352088939,0.999042646485589,2.55800870385858e-08,0.192051263246813,0.0368836877146967,0.192051263246813,8,8,0.0707565305561305,0.0324863555156086,0.039551874167742,4,4,0.11741375393042,0.418770817326156,0.139746034685261,0.990222222222222,TRUE
"g12ic_04__G12IC__gram_unit_energy__01","g12ic_04","gram_unit_energy","function",1,82922401,"g12ic_04__seed_1","max_budget_reached",200,FALSE,TRUE,-135488.937584507,1,2187.82143831253,235359608,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,2.79713846051714e-08,8.29317581569491e-08,0,0.00660667113360221,0.999628170312521,0.998923478412672,0,0,2,1,0,0,0,2,2,1,0,2,0,2,0.958372097644003,0.986682186458017,0.950501413142652,0,0,0,"2","2","2",0.414185059533148,0.414185059533148,0.629481481062175,299,200,FALSE,2.79713846051714e-08,8.29317581569491e-08,0,0,0.999628170312521,0.42717739016083,0.182480522664618,0.42717739016083,8,4,0.0721950658428896,0.0324863555156086,0.0435656069310557,4,2,0.1240091080169,0.827641579147853,0.13041852024204,0.986777777777778,FALSE
"g12ic_04__G12IC__gram_unit_energy__02","g12ic_04","gram_unit_energy","function",2,82922402,"g12ic_04__seed_2","max_budget_reached",200,FALSE,TRUE,-128655.231355137,1,2345.32878899574,235246160,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999405732201138,1.54803157206814e-05,0.999626916676725,9.31974269107389e-09,1.07351927415508e-08,0.95185188721487,2.1729785452351e-10,2,0,1,0,1,3,0,1,0,1,3,3,0,0.958164792460679,0.971827439760506,0.95398504388814,0.958164792460679,0.971827439760506,0.95398504388814,"2","2","2",0.321409289932871,0.321409289932871,0.629595024452484,299,200,FALSE,0.999405732201138,1.54803157206814e-05,0.999626916676725,1.54803157206814e-05,0.95185188721487,0.374233659423112,0.140050831845214,0.374233659423112,8,6,0.0820895530070439,0.0324863555156086,0.0504221159884435,4,3,0.151195331008275,0.601413907978481,0.120658492992455,0.987511111111111,FALSE
"g12ic_04__G12IC__gram_unit_energy__03","g12ic_04","gram_unit_energy","function",3,82922403,"g12ic_04__seed_3","max_budget_reached",200,FALSE,TRUE,-121205.289148484,1,2344.16145992279,235456544,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.99943554279694,0.999026771527331,0.999629184850191,6.47727327082585e-10,2.89874896409161e-09,1.96113152037743e-08,4.96056480819534e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.961058997739172,0.980246164031085,0.956747913866542,0.961058997739172,0.980246164031085,0.956747913866542,"2","2","2",0.155664336035557,0.155664336035557,0.630934839660457,299,200,FALSE,0.99943554279694,0.999026771527331,0.999629184850191,0.999026771527331,1.96113152037743e-08,0.192000192716373,0.0368640740031244,0.192000192716373,8,8,0.0717067631459022,0.0324863555156086,0.0405279707084271,4,4,0.117880259072307,0.419651414904048,0.138617301535619,0.990251851851852,TRUE
"g12ic_04__G12IC__gram_unit_energy__04","g12ic_04","gram_unit_energy","function",4,82922404,"g12ic_04__seed_4","max_budget_reached",200,FALSE,TRUE,-128807.560596067,1,2335.7684173584,235309472,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999119818489581,2.73252186657648e-08,0.999628077648888,5.21468493043606e-09,6.33965498846953e-08,0.997744789921951,1.91920558333233e-10,2,0,1,0,1,3,0,1,0,1,2,2,0,0.948752514723251,0.907534207523349,0.901444047039672,0.948752514723251,0.907534207523349,0.901444047039672,"2","2","2",0.321205335110271,0.321205335110271,0.629482749934308,299,200,FALSE,0.999119818489581,2.73252186657648e-08,0.999628077648888,2.73252186657648e-08,0.997744789921951,0.84789525415893,0.718926362025237,0.84789525415893,8,6,0.126709643554577,0.0324863555156086,0.0965950862489387,4,3,0.191815631335217,2.43944326219043,0.200289032596896,0.987111111111111,FALSE
"g12ic_04__G12IC__gram_unit_energy__05","g12ic_04","gram_unit_energy","function",5,82922405,"g12ic_04__seed_5","max_budget_reached",200,FALSE,TRUE,-128916.728570123,1,2189.47448730469,235476648,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999434727797153,0,0.999627836798992,4.77375917549025e-09,3.90655690234027e-09,0,4.60888294046072e-10,2,0,1,0,0,3,0,1,0,0,3,3,0,0.959793439559317,0.976595557600953,0.943934871277226,0.959793439559317,0.976595557600953,0.943934871277226,"2","2","2",0.325156948301792,0.325156948301792,0.630393951940216,299,200,FALSE,0.999434727797153,0,0.999627836798992,0,4.77375917549025e-09,0.339410423305413,0.11519943544836,0.339410423305413,8,6,0.0836345977526384,0.0324863555156086,0.0517163270012395,4,3,0.144395392885007,0.590530019867533,0.111135497149426,0.987555555555556,FALSE
"g12ic_04__G12IC__gram_unit_energy__06","g12ic_04","gram_unit_energy","function",6,82922406,"g12ic_04__seed_6","max_budget_reached",200,FALSE,TRUE,-128076.654150712,1,2351.89062476158,235283088,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,1.52774626973473e-10,0.999029012324395,1.21201853308223e-08,0.00658851129995206,0.999629842978211,7.82146564737109e-08,0.999106877711233,1,2,0,0,0,1,2,1,1,0,3,1,2,0.963109054716324,0.983438879910994,0.957768640959579,0.964607242368318,0.990168330572599,0.992673107158464,"2","2","2",0.321762964342275,0.321762964342275,0.630121849237969,299,200,FALSE,1.52774626973473e-10,0.999029012324395,1.21201853308223e-08,1.52774626973473e-10,0.999629842978211,0.362289819827414,0.13125391355058,0.362289819827414,8,6,0.0905203712914662,0.0324863555156086,0.0629526690626221,4,3,0.115686326250168,0.698923778262013,0.216905916597817,0.987096296296296,FALSE
"g12ic_04__G12IC__gram_unit_energy__07","g12ic_04","gram_unit_energy","function",7,82922407,"g12ic_04__seed_7","max_budget_reached",200,FALSE,TRUE,-129479.948188076,1,2330.43333554268,235296160,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,8.01653769914658e-11,7.89109759907316e-08,1.12219381121851e-08,0.00660676146634793,0.999627272358579,0.998922310365424,0.999107637456724,0,2,1,0,1,0,3,1,1,0,3,0,3,0.953788092931539,0.979148037606678,0.940698399881782,0,0,0,"2","2","2",0.324569254100541,0.324569254100541,0.629606547451333,299,200,FALSE,8.01653769914658e-11,7.89109759907316e-08,1.12219381121851e-08,8.01653769914658e-11,0.999627272358579,0.341954926592347,0.116933171820777,0.341954926592347,8,6,0.10747318587045,0.0324863555156086,0.076196009973945,4,3,0.169115617174231,0.703789844650496,0.228202317264377,0.983266666666667,FALSE
"g12ic_04__G12IC__gram_unit_energy__08","g12ic_04","gram_unit_energy","function",8,82922408,"g12ic_04__seed_8","max_budget_reached",200,FALSE,TRUE,-129233.255801086,1,2341.40517091751,235360496,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999450637610487,0.999028328639659,0.00106687293428965,2.54273037870575e-10,3.47415087218655e-10,9.90762763251682e-09,0.95972846462525,2,0,1,0,1,3,0,1,0,1,3,3,0,0.945055168269502,0.971460632791577,0.951115867688491,0.945055168269502,0.971460632791577,0.951115867688491,"2","2","2",0.40739012114586,0.40739012114586,0.629916877444342,299,200,FALSE,0.999450637610487,0.999028328639659,0.00106687293428965,0.00106687293428965,0.95972846462525,0.499704477159282,0.249704564493032,0.499704477159282,8,6,0.0904695138346748,0.0324863555156086,0.05496205680006,4,3,0.152840773924069,0.658898662726241,0.154761174294079,0.997711111111111,FALSE
"g12ic_04__G12IC__gram_unit_energy__09","g12ic_04","gram_unit_energy","function",9,82922409,"g12ic_04__seed_9","max_budget_reached",200,FALSE,TRUE,-137169.560932636,1,2322.98561620712,235283624,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999456311954696,7.90899255873314e-07,1.07574468738671e-09,1.43588997823364e-08,2.39485954244594e-08,0.992567663531193,0.989789865125171,1,0,2,0,2,2,0,2,0,2,2,2,0,0.648495803319537,0.856983683101893,0.925144560494038,0.648495803319537,0.856983683101893,0.925144560494038,"2","2","2",0.496338268259162,0.496338268259162,0.629297007830543,299,200,FALSE,0.999456311954696,7.90899255873314e-07,1.07574468738671e-09,1.07574468738671e-09,0.992567663531193,0.528704010370512,0.279527930581862,0.528704010370512,8,4,0.458370081029332,0.0324863555156086,0.424599893333287,4,2,0.363441925881898,0.818587037950137,0.164403851546983,0.999066666666667,FALSE
"g12ic_04__G12IC__gram_unit_energy__10","g12ic_04","gram_unit_energy","function",10,82922410,"g12ic_04__seed_10","max_budget_reached",200,FALSE,TRUE,-121210.084161383,1,2322.40467858315,235452456,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999435639300178,0.999011249370449,0.999629532401073,6.32230672874398e-10,2.93051184455671e-09,1.44342155087562e-08,5.38881780346745e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.96075355181003,0.980918156216856,0.95699344575935,0.96075355181003,0.980918156216856,0.95699344575935,"2","2","2",0.155671272247082,0.155671272247082,0.631379773161246,299,200,FALSE,0.999435639300178,0.999011249370449,0.999629532401073,0.999011249370449,1.44342155087562e-08,0.192108522506639,0.0369056844196839,0.192108522506639,8,8,0.071829768858798,0.0324863555156086,0.0406542356720187,4,4,0.11754469474875,0.418097098391373,0.137735890100972,0.990237037037037,TRUE
"g12ic_04__G12IC__gram_unit_energy__11","g12ic_04","gram_unit_energy","function",11,82922411,"g12ic_04__seed_11","max_budget_reached",200,FALSE,TRUE,-121233.406757469,1,2344.43676614761,235392560,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999434817174309,0.999041023141942,0.999626850944265,4.90280210548e-10,2.26206597212318e-09,2.51576944749181e-08,3.99739315061009e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.961038687643678,0.980336753626528,0.956817608900729,0.961038687643678,0.980336753626528,0.956817608900729,"2","2","2",0.155663572189681,0.155663572189681,0.631041268113515,299,200,FALSE,0.999434817174309,0.999041023141942,0.999626850944265,0.999041023141942,2.51576944749181e-08,0.192094535843035,0.0369003107007512,0.192094535843035,8,8,0.071678155248675,0.0324863555156086,0.0404994448150467,4,4,0.117601313670623,0.419884247967419,0.138902363042634,0.990222222222222,TRUE
"g12ic_04__G12IC__gram_unit_energy__12","g12ic_04","gram_unit_energy","function",12,82922412,"g12ic_04__seed_12","max_budget_reached",200,FALSE,TRUE,-128888.544655204,1,2333.58586740494,235355168,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999431208043668,0.000515612706327254,0.999625793567436,1.94614861068059e-08,4.12969261932821e-09,0.982158218301322,1.56937525226721e-10,2,0,1,0,1,3,0,1,0,1,3,3,0,0.952241667068611,0.961773895134098,0.942362891617205,0.952241667068611,0.961773895134098,0.942362891617205,"2","2","2",0.321650753195597,0.321650753195597,0.629381172152786,299,200,FALSE,0.999431208043668,0.000515612706327254,0.999625793567436,0.000515612706327254,0.982158218301322,0.368778275335722,0.13599741635959,0.368778275335722,8,6,0.091214108178758,0.0324863555156086,0.0599897931496484,4,3,0.162843691092636,0.616520234878979,0.139178353766253,0.9874,FALSE
"g12ic_05__G12IC__current_1_over_m__01","g12ic_05","current_1_over_m","none",1,82922501,"g12ic_05__seed_1","max_budget_reached",200,FALSE,TRUE,-142803.392824031,1,2055.48883128166,230486528,FALSE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,1.32555281378392e-05,0,0,0.998712479574486,9.99111148275356e-05,0,0,0,1,2,0,0,0,1,3,1,0,1,0,1,0.585132279573063,0.950183244465226,0.672435853739121,0,0,0,"2","2","2",0.583955668897031,0.583955668897031,0.660294010393302,299,200,FALSE,1.32555281378392e-05,0,0,0,0.998712479574486,0.884669682053018,0.782640446343788,0.884669682053018,8,2,0.582940449219204,0.0741017899239708,0.551939524035166,4,1,1.45174615024349,1.57310901406791,0.365935464930835,0.995022222222222,FALSE
"g12ic_05__G12IC__current_1_over_m__02","g12ic_05","current_1_over_m","none",2,82922502,"g12ic_05__seed_2","max_budget_reached",200,FALSE,TRUE,-122247.662131314,1,2342.52181506157,227400096,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999592305610844,0.999026706887827,0.999414309131589,3.44422371419382e-10,4.61668854912414e-09,3.76140812528097e-09,2.49792317047551e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.894851821805252,0.965033962140264,0.927271575413243,0.894851821805252,0.965033962140264,0.927271575413243,"2","2","2",0.195067961082847,0.195067961082847,0.679323998791618,299,200,FALSE,0.999592305610844,0.999026706887827,0.999414309131589,0.999026706887827,4.61668854912414e-09,0.350696720931947,0.12298819007242,0.350696720931947,8,8,0.192712597793247,0.0741017899239708,0.128961358028607,4,4,0.303071069187804,0.658652307315773,0.127608814138008,0.984340740740741,TRUE
"g12ic_05__G12IC__current_1_over_m__03","g12ic_05","current_1_over_m","none",3,82922503,"g12ic_05__seed_3","max_budget_reached",200,FALSE,TRUE,-122244.501405458,1,2342.08788871765,230658456,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999589046318862,0.999030620577461,0.999419549725581,2.92307617836686e-10,6.64187918040671e-09,3.8781580754039e-09,6.41408380052088e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.875292908693949,0.965632913546135,0.925153953624365,0.875292908693949,0.965632913546135,0.925153953624365,"2","2","2",0.19520573011281,0.19520573011281,0.677985849214609,299,200,FALSE,0.999589046318862,0.999030620577461,0.999419549725581,0.999030620577461,6.64187918040671e-09,0.358363904432432,0.128424688000057,0.358363904432432,8,8,0.21589405771677,0.0741017899239708,0.154088505699401,4,4,0.303000921310807,0.656809565177423,0.128582209268914,0.984014814814815,TRUE
"g12ic_05__G12IC__current_1_over_m__04","g12ic_05","current_1_over_m","none",4,82922504,"g12ic_05__seed_4","strict_practical_converged",84,TRUE,TRUE,-148705.286959223,0,1167.07381105423,228973056,FALSE,FALSE,3,4,1,1,1,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2","2","2",0.658439337104394,0.658439337104394,0.658439337104394,183,84,FALSE,0,0,0,0,0,0.697570650498129,0.486604812436383,0.697570650498129,8,0,,0.0741017899239708,,4,0,,1,,,FALSE
"g12ic_05__G12IC__current_1_over_m__05","g12ic_05","current_1_over_m","none",5,82922505,"g12ic_05__seed_5","max_budget_reached",200,FALSE,TRUE,-122300.434474705,1,2344.07659196854,230602656,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999591608570943,0.999009868571706,0.999404737335386,3.0717180585469e-10,2.22814207304079e-09,2.98886469985262e-09,4.3622261747777e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.89163739138009,0.961647781537788,0.923729357860469,0.89163739138009,0.961647781537788,0.923729357860469,"2","2","2",0.195785004770912,0.195785004770912,0.67663393026286,299,200,FALSE,0.999591608570943,0.999009868571706,0.999404737335386,0.999009868571706,4.3622261747777e-09,0.352866618258236,0.124514850281004,0.352866618258236,8,8,0.198650146919895,0.0741017899239708,0.134110329209941,4,4,0.304583914900374,0.662328935674263,0.130160013514727,0.984503703703704,TRUE
"g12ic_05__G12IC__current_1_over_m__06","g12ic_05","current_1_over_m","none",6,82922506,"g12ic_05__seed_6","max_budget_reached",200,FALSE,TRUE,-141112.304801956,1,2050.03754353523,230493432,FALSE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,8.65166123881043e-06,0,0,0.999021714186889,8.61146546745352e-05,0,0,0,1,2,0,0,0,1,3,1,0,1,0,1,0.922699964319891,0.986948551656809,0.943670353486081,0,0,0,"2","2","2",0.577636720201362,0.577636720201362,0.661879780571186,299,200,FALSE,8.65166123881043e-06,0,0,0,0.999021714186889,0.632849912771209,0.400499012094527,0.632849912771209,8,2,0.164684538325238,0.0741017899239708,0.125297884590272,4,1,0.244177104726234,0.949658654107113,0.20558588556672,0.995111111111111,FALSE
"g12ic_05__G12IC__current_1_over_m__07","g12ic_05","current_1_over_m","none",7,82922507,"g12ic_05__seed_7","max_budget_reached",200,FALSE,TRUE,-140475.861774708,1,2222.99651432037,230691984,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,1.53414470321566e-07,0.785590760320875,0,0.99866724628636,8.66579893630857e-05,0.212791551769744,0,0,1,2,0,1,0,1,3,1,1,0,0,0,0.411808370249461,0.477000666751797,0.54732595400615,0,0,0,"2","2","2",0.540925931333881,0.540925931333881,0.664861127438708,299,200,FALSE,1.53414470321566e-07,0.785590760320875,0,0,0.99866724628636,0.932692702832904,0.869915677917748,0.932692702832904,8,2,0.883350074784072,0.0741017899239708,0.860855998175557,4,1,0.61281380691877,2.83005259705699,0.175704349366499,0.991288888888889,FALSE
"g12ic_05__G12IC__current_1_over_m__08","g12ic_05","current_1_over_m","none",8,82922508,"g12ic_05__seed_8","max_budget_reached",200,FALSE,TRUE,-132671.18470735,1,2074.1199901104,230506496,FALSE,FALSE,3,4,1,1,1,0,1,1,"0,1,1",0,1,1,0,0.999015223147179,0.999360757836031,0,0,5.8796891242289e-06,3.72983635346211e-05,2,0,1,0,0,2,0,2,0,0,2,2,0,0.926523952648354,0.982874715894461,0.947826285971214,0.926523952648354,0.982874715894461,0.947826285971214,"2","2","2",0.464552285402758,0.464552285402758,0.667977312643291,299,200,FALSE,0,0.999015223147179,0.999360757836031,0,3.72983635346211e-05,0.523566773205308,0.274122166004618,0.523566773205308,8,4,0.144296408983537,0.0741017899239708,0.108765563766682,4,2,0.166183315606008,0.814954459191572,0.145469806881444,0.975266666666667,FALSE
"g12ic_05__G12IC__current_1_over_m__09","g12ic_05","current_1_over_m","none",9,82922509,"g12ic_05__seed_9","max_budget_reached",200,FALSE,TRUE,-130398.972574292,1,2221.00046491623,230608976,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999591428217634,0.999019049882362,0,5.04356335475188e-11,3.93893285250511e-09,2.57496223732725e-09,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.876888965846255,0.959583309528824,0.909082832335182,0.876888965846255,0.959583309528824,0.909082832335182,"2","2","2",0.394555974797877,0.394555974797877,0.671689256796687,299,200,FALSE,0.999591428217634,0.999019049882362,0,0,3.93893285250511e-09,0.504579831795143,0.254600806654415,0.504579831795143,8,6,0.240187085500523,0.0741017899239708,0.166893774672306,4,3,0.392859129038948,0.788314183065786,0.124512015969635,0.998088888888889,FALSE
