"fit_id","data_id","method_id","calibration_mode","seed_index","fit_seed","paired_seed_id","terminal_status","actual_T1_sweeps","strict_practical_converged","objective_eligible","final_elbo","warning_count","elapsed_seconds","peak_memory_bytes","truth_used_for_fit_or_selection","formal_v0lv_result","truth_global_direction_count","truth_study_role_count","candidate_shared","candidate_specific_study_1","candidate_specific_study_2","selected_shared","selected_specific_study_1","selected_specific_study_2","selected_counts","selected_loading_rank_shared","selected_loading_rank_specific_study_1","selected_loading_rank_specific_study_2","R_A","R_B1","R_B2","L_B1_to_A","L_B2_to_A","L_A_to_B1","L_A_to_B2","global_correct","global_misplaced","global_missing","global_extra","global_duplicate","study_correct","study_misplaced","study_missing","study_candidate_extra","study_candidate_duplicate","strict_joint_recovery","strict_joint_correct_type","strict_joint_misplaced","matched_function_recall_mean","matched_trajectory_abs_cor_mean","matched_score_abs_cor_mean","correctly_placed_function_recall_mean","correctly_placed_trajectory_abs_cor_mean","correctly_placed_score_abs_cor_mean","shared_effective_M","specific_effective_M_study_1","specific_effective_M_study_2","signal_nrmse_all_candidates","signal_nrmse_ppi_selected","signal_nrmse_mean_only","iterations","t1_sweeps","continuation_used","P_A","P_B1","P_B2","min_correct_block_R","max_cross_block_L","dense_signal_nrmse_ppi_selected","dense_signal_relative_mise_ppi_selected","dense_signal_nrmse_all_candidates","feature_components_total","feature_components_matched","feature_total_ise_mean","feature_projection_floor_ise_mean","feature_estimate_to_projection_ise_mean","factor_kernels_total","factor_kernels_matched","kernel_relative_ise_mean","covariance_operator_relative_error_mean","loading_relative_l2_error_mean","loading_support_ppi_auc_mean","exact_correct_1_1_1"
"g12ic_05__G12IC__current_1_over_m__10","g12ic_05","current_1_over_m","none",10,82922510,"g12ic_05__seed_10","max_budget_reached",200,FALSE,TRUE,-140511.368403222,1,2004.24393892288,209288552,FALSE,FALSE,3,4,1,1,1,0,0,1,"0,0,1",0,0,1,0,0,0.999380138619196,0,0,0,2.78884689277584e-05,1,0,2,0,0,1,0,3,0,0,1,1,0,0.86293726384019,0.983266318289611,0.97491818664865,0.86293726384019,0.983266318289611,0.97491818664865,"2","2","2",0.562025155937205,0.562025155937205,0.665699473733364,299,200,FALSE,0,0,0.999380138619196,0,2.78884689277584e-05,0.601216474376061,0.36146124906118,0.601216474376061,8,2,0.148329889256132,0.0741017899239708,0.121301249071382,4,1,0.04253656919143,0.892447228604644,0.148209954203943,0.954177777777778,FALSE
"g12ic_05__G12IC__current_1_over_m__11","g12ic_05","current_1_over_m","none",11,82922511,"g12ic_05__seed_11","max_budget_reached",200,FALSE,TRUE,-129254.864606978,1,2330.92428898811,230688584,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,2.47552183187063e-12,0.998773791353996,1.3101487567403e-07,3.75109497278089e-05,0.99942391023375,1.12831810249723e-05,0.999140377665961,1,2,0,0,0,1,2,1,1,0,3,1,2,0.694852241910781,0.962797795346537,0.751652984481997,0.576835323521636,0.95021458646449,0.377029330217438,"2","2","2",0.358679638578233,0.358679638578233,0.672699876420523,299,200,FALSE,2.47552183187063e-12,0.998773791353996,1.3101487567403e-07,2.47552183187063e-12,0.99942391023375,0.628888368961681,0.395500580615283,0.628888368961681,8,6,0.582409786254438,0.0741017899239708,0.546094620815939,4,3,0.563833674016241,1.082411006082,0.237301180931127,0.9832,FALSE
"g12ic_05__G12IC__current_1_over_m__12","g12ic_05","current_1_over_m","none",12,82922512,"g12ic_05__seed_12","max_budget_reached",200,FALSE,TRUE,-132883.37614976,1,2194.03831839561,230461584,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,5.35173069424625e-06,0,0.999370999140205,0.99900150440086,8.70101716558699e-05,0,3.49619705085412e-05,1,1,1,0,0,1,1,2,1,0,2,1,1,0.927637071397187,0.984669209712347,0.952022897193464,0.936498563027374,0.986553262575538,0.980872878714282,"2","2","2",0.46461351363853,0.46461351363853,0.668479919395042,299,200,FALSE,5.35173069424625e-06,0,0.999370999140205,0,0.99900150440086,0.523348206141488,0.273893344871513,0.523348206141488,8,4,0.136172875644958,0.0741017899239708,0.100394283516169,4,2,0.160934760653276,0.854725480827467,0.154817441904464,0.9748,FALSE
"g12ic_05__G12IC__gram_unit_energy__01","g12ic_05","gram_unit_energy","function",1,82922501,"g12ic_05__seed_1","max_budget_reached",200,FALSE,TRUE,-130390.747864093,1,2212.18861746788,230676424,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999592896832194,0.999031935426906,0,3.47591085600252e-11,3.93914020272815e-09,5.30276602858382e-09,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.883279222502769,0.957876124504306,0.900969917214183,0.883279222502769,0.957876124504306,0.900969917214183,"2","2","2",0.394590889652826,0.394590889652826,0.671803312021088,299,200,FALSE,0.999592896832194,0.999031935426906,0,0,5.30276602858382e-09,0.502338471304215,0.252343939752256,0.502338471304215,8,6,0.243463231957505,0.0741017899239708,0.169592283882505,4,3,0.395240026296108,0.799231666229184,0.135178509021557,0.998044444444445,FALSE
"g12ic_05__G12IC__gram_unit_energy__02","g12ic_05","gram_unit_energy","function",2,82922502,"g12ic_05__seed_2","max_budget_reached",200,FALSE,TRUE,-122262.528464036,1,2352.16807985306,230645376,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999595058475454,0.999028841366576,0.999412881231476,1.87564710236307e-10,5.60488306006239e-09,3.61167625667234e-09,4.81201994489632e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.900134105161822,0.964864521164767,0.929990565537213,0.900134105161822,0.964864521164767,0.929990565537213,"2","2","2",0.195740301335886,0.195740301335886,0.678373833371199,299,200,FALSE,0.999595058475454,0.999028841366576,0.999412881231476,0.999028841366576,5.60488306006239e-09,0.339570288285907,0.115307980686574,0.339570288285907,8,8,0.180694726259202,0.0741017899239708,0.115752199313652,4,4,0.293599015597023,0.644612904835711,0.122328515050323,0.984296296296296,TRUE
"g12ic_05__G12IC__gram_unit_energy__03","g12ic_05","gram_unit_energy","function",3,82922503,"g12ic_05__seed_3","max_budget_reached",200,FALSE,TRUE,-133051.788810849,1,2328.17506146431,230614344,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,3.34476100855902e-06,0.997274715313466,0.999382818487395,0.998383635164889,8.71358509162817e-05,5.26286043497178e-06,3.03526385780731e-05,1,1,1,0,1,1,1,2,1,1,1,1,0,0.669672917880876,0.886000467148525,0.744523033690645,0.867064858379973,0.984434661819051,0.975241102159369,"2","2","2",0.463504023572599,0.463504023572599,0.669338673311553,299,200,FALSE,3.34476100855902e-06,0.997274715313466,0.999382818487395,3.34476100855902e-06,0.998383635164889,0.579651016954524,0.335995301456414,0.579651016954524,8,4,0.53835307340136,0.0741017899239708,0.514884566735673,4,2,0.197430491463693,0.952427573178381,0.263622308565534,0.971933333333333,FALSE
"g12ic_05__G12IC__gram_unit_energy__04","g12ic_05","gram_unit_energy","function",4,82922504,"g12ic_05__seed_4","max_budget_reached",200,FALSE,TRUE,-129896.397480729,1,2197.59730362892,230613816,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999591314143106,0,0.999413002062454,1.2376126619367e-08,5.30026371450387e-09,0,1.9257316111142e-09,2,0,1,0,0,3,0,1,0,0,3,3,0,0.884654165555222,0.958725079303321,0.92093913333108,0.884654165555222,0.958725079303321,0.92093913333108,"2","2","2",0.371375783614444,0.371375783614444,0.674595020147566,299,200,FALSE,0.999591314143106,0,0.999413002062454,0,1.2376126619367e-08,0.458328578170654,0.210065085567933,0.458328578170654,8,6,0.206305959778603,0.0741017899239708,0.134941905883635,4,3,0.324784611796521,0.758661467764173,0.116071495965688,0.978422222222222,FALSE
"g12ic_05__G12IC__gram_unit_energy__05","g12ic_05","gram_unit_energy","function",5,82922505,"g12ic_05__seed_5","max_budget_reached",200,FALSE,TRUE,-122430.334332609,1,2327.15215229988,230679056,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999597409368496,0.9990039015811,0.999405980928354,2.75114579440332e-10,2.77644448478929e-09,3.10958096919955e-09,1.22774498429187e-08,3,0,0,0,0,4,0,0,0,0,4,4,0,0.888347887538839,0.960364804951431,0.921312289415185,0.888347887538839,0.960364804951431,0.921312289415185,"2","2","2",0.197171131560214,0.197171131560214,0.676134554165179,299,200,FALSE,0.999597409368496,0.9990039015811,0.999405980928354,0.9990039015811,1.22774498429187e-08,0.346521233277676,0.120076965112281,0.346521233277676,8,8,0.198688089035452,0.0741017899239708,0.13259478163817,4,4,0.299333298542778,0.667489025863785,0.137799166164051,0.984414814814815,TRUE
"g12ic_05__G12IC__gram_unit_energy__06","g12ic_05","gram_unit_energy","function",6,82922506,"g12ic_05__seed_6","max_budget_reached",200,FALSE,TRUE,-122170.139922545,1,2350.36332535744,230695368,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.99958843405778,0.999019206018688,0.999415888987575,5.69542398461067e-10,4.99041757999247e-09,3.47963982391249e-09,1.26733040612612e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.886156922782678,0.964597509593697,0.922584511867448,0.886156922782678,0.964597509593697,0.922584511867448,"2","2","2",0.194967418351347,0.194967418351347,0.677458672247098,299,200,FALSE,0.99958843405778,0.999019206018688,0.999415888987575,0.999019206018688,4.99041757999247e-09,0.358367045990104,0.128426939651673,0.358367045990104,8,8,0.210505383319093,0.0741017899239708,0.147688891189822,4,4,0.312205698255214,0.668703704970748,0.13491577970964,0.984296296296296,TRUE
"g12ic_05__G12IC__gram_unit_energy__07","g12ic_05","gram_unit_energy","function",7,82922507,"g12ic_05__seed_7","max_budget_reached",200,FALSE,TRUE,-127789.84085145,1,2315.77413320541,230676944,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,8.60430793863509e-09,5.70900127636138e-09,0.999381423244152,0.999007147104065,8.70167187812868e-05,0.999198088268074,2.99608993411622e-05,1,2,0,0,0,1,2,1,1,0,3,1,2,0.891986466544684,0.972607462907021,0.906093538355515,0.918111629385778,0.985858445219946,0.981524209666625,"2","2","2",0.360589073361881,0.360589073361881,0.673398497423194,299,200,FALSE,8.60430793863509e-09,5.70900127636138e-09,0.999381423244152,5.70900127636138e-09,0.999198088268074,0.492905135948211,0.242955473044124,0.492905135948211,8,6,0.226200345712435,0.0741017899239708,0.174637141160743,4,3,0.325370521771383,1.03121534401873,0.244332303886919,0.981866666666667,FALSE
"g12ic_05__G12IC__gram_unit_energy__08","g12ic_05","gram_unit_energy","function",8,82922508,"g12ic_05__seed_8","max_budget_reached",200,FALSE,TRUE,-122196.448000377,1,2318.66342425346,230844144,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999590617299645,0.999019865613958,0.999414719160552,3.86210968626705e-10,3.42773985883077e-09,3.42374774186687e-09,1.67924202982046e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.892087018901855,0.963983692566326,0.919651424499987,0.892087018901855,0.963983692566326,0.919651424499987,"2","2","2",0.194974680370765,0.194974680370765,0.67828663422854,299,200,FALSE,0.999590617299645,0.999019865613958,0.999414719160552,0.999019865613958,3.42773985883077e-09,0.356342029957138,0.126979642313974,0.356342029957138,8,8,0.212078253177667,0.0741017899239708,0.149176554702807,4,4,0.316183996996784,0.675739771524785,0.135023140193276,0.9844,TRUE
"g12ic_05__G12IC__gram_unit_energy__09","g12ic_05","gram_unit_energy","function",9,82922509,"g12ic_05__seed_9","max_budget_reached",200,FALSE,TRUE,-123803.818380361,1,2322.13353300095,230781912,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999590569613908,0.998780864797693,0.999418386316013,7.00959354745778e-10,6.18732134931844e-09,1.98919987739079e-09,9.68426155593149e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.80158931391489,0.958089336248741,0.830073439539531,0.80158931391489,0.958089336248741,0.830073439539531,"2","2","2",0.211011399222007,0.211011399222007,0.678569265379028,299,200,FALSE,0.999590569613908,0.998780864797693,0.999418386316013,0.998780864797693,6.18732134931844e-09,0.951062023984361,0.904518973465229,0.951062023984361,8,8,0.331561764170748,0.0741017899239708,0.272210041947889,4,4,0.659207840132751,3.21555501689593,0.661503403057874,0.98402962962963,TRUE
"g12ic_05__G12IC__gram_unit_energy__10","g12ic_05","gram_unit_energy","function",10,82922510,"g12ic_05__seed_10","max_budget_reached",200,FALSE,TRUE,-129942.498080686,1,2212.7403242588,229765072,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999584822005775,0,0.999419919591962,2.19352620028902e-08,1.36511373743149e-08,0,4.76201132243037e-10,2,0,1,0,0,3,0,1,0,0,3,3,0,0.857349427955651,0.958771589130736,0.925542471199113,0.857349427955651,0.958771589130736,0.925542471199113,"2","2","2",0.371511327149735,0.371511327149735,0.673275413844057,299,200,FALSE,0.999584822005775,0,0.999419919591962,0,2.19352620028902e-08,0.461421078761262,0.212909411925207,0.461421078761262,8,6,0.222295255549901,0.0741017899239708,0.152310005854616,4,3,0.31356083125658,0.748578187443917,0.120685711846071,0.977844444444445,FALSE
"g12ic_05__G12IC__gram_unit_energy__11","g12ic_05","gram_unit_energy","function",11,82922511,"g12ic_05__seed_11","max_budget_reached",200,FALSE,TRUE,-129553.586037958,1,2334.71750068665,230611672,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,5.81015280093751e-10,0.998752652587124,6.3077149102302e-08,3.80951014622305e-05,0.999422714834302,1.33885290791215e-05,0.9991401580242,1,2,0,0,0,1,2,1,1,0,3,1,2,0.684412489779265,0.961181880829068,0.840710518140362,0.588298622243296,0.950269728085455,0.666570989666712,"2","2","2",0.359905862003167,0.359905862003167,0.671526009318183,299,200,FALSE,5.81015280093751e-10,0.998752652587124,6.3077149102302e-08,5.81015280093751e-10,0.999422714834302,0.771545011583958,0.595281704900091,0.771545011583958,8,6,0.49366987253598,0.0741017899239708,0.455949958552076,4,3,0.755917141583552,1.60892101187078,0.389497870168669,0.983451851851852,FALSE
"g12ic_05__G12IC__gram_unit_energy__12","g12ic_05","gram_unit_energy","function",12,82922512,"g12ic_05__seed_12","max_budget_reached",200,FALSE,TRUE,-129945.86334122,1,2195.51109576225,230642128,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999589311057876,0,0.999417817810166,1.46056693425218e-08,6.85633139685189e-09,0,8.9995755848922e-10,2,0,1,0,0,3,0,1,0,0,3,3,0,0.874306879240492,0.959070046297458,0.924751392501122,0.874306879240492,0.959070046297458,0.924751392501122,"2","2","2",0.371381926933079,0.371381926933079,0.674895537042826,299,200,FALSE,0.999589311057876,0,0.999417817810166,0,1.46056693425218e-08,0.459310571576664,0.210966201162082,0.459310571576664,8,6,0.211163626978266,0.0741017899239708,0.140390988272174,4,3,0.319383573929844,0.753197706718243,0.11784930501535,0.978222222222222,FALSE
"g12ic_06__G12IC__current_1_over_m__01","g12ic_06","current_1_over_m","none",1,82922601,"g12ic_06__seed_1","max_budget_reached",200,FALSE,TRUE,-138119.578154623,1,2058.16394996643,235937784,FALSE,FALSE,3,4,1,1,1,0,1,1,"0,1,1",0,1,1,0,0.985059923998347,0.999636379751349,0,0,0.0116887742536882,1.08196144295872e-05,2,0,1,0,0,2,0,2,0,0,2,2,0,0.843632257986314,0.978771279758613,0.87630386209576,0.843632257986314,0.978771279758613,0.87630386209576,"2","2","2",0.485963389187682,0.485963389187682,0.688604596501961,299,200,FALSE,0,0.985059923998347,0.999636379751349,0,0.0116887742536882,0.50449882494911,0.254519064375033,0.50449882494911,8,4,0.178231978399496,0.0602065887344701,0.136351625092428,4,2,0.10765031805053,0.862735681553833,0.208923518196257,0.982177777777778,FALSE
"g12ic_06__G12IC__current_1_over_m__02","g12ic_06","current_1_over_m","none",2,82922602,"g12ic_06__seed_2","max_budget_reached",200,FALSE,TRUE,-145239.198265824,1,2083.32078456879,235663704,FALSE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,1.04885619224175e-05,0,0,0.00511419539565767,0.999650681975355,0,0,0,1,2,0,0,0,1,3,1,0,1,0,1,0.877768017405937,0.994076955702174,0.686982860116815,0,0,0,"2","2","2",0.558768397576194,0.558768397576194,0.689023535675001,299,200,FALSE,1.04885619224175e-05,0,0,0,0.999650681975355,0.692147713149386,0.479068456817925,0.692147713149386,8,2,0.130475386152982,0.0602065887344701,0.0892851460745873,4,1,0.21214619216129,1.04630674911848,0.158018820648331,0.995511111111111,FALSE
"g12ic_06__G12IC__current_1_over_m__03","g12ic_06","current_1_over_m","none",3,82922603,"g12ic_06__seed_3","max_budget_reached",200,FALSE,TRUE,-140198.590382377,1,2210.60782051086,234749792,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,2.8658463164998e-09,1.16523101496777e-09,0,0.998985394698468,0.00458521951321512,0.999512811556507,0,0,2,1,0,0,0,2,2,1,0,2,0,2,0.92150315192659,0.969265845440471,0.957928451204666,0,0,0,"2","2","2",0.514613840661303,0.514613840661303,0.6880210962426,299,200,FALSE,2.8658463164998e-09,1.16523101496777e-09,0,0,0.999512811556507,0.562502506541515,0.316409069865487,0.562502506541515,8,4,0.133027813549845,0.0602065887344701,0.0725612130224354,4,2,0.219752718036036,0.846040102457194,0.245330367958849,0.987177777777778,FALSE
"g12ic_06__G12IC__current_1_over_m__04","g12ic_06","current_1_over_m","none",4,82922604,"g12ic_06__seed_4","max_budget_reached",200,FALSE,TRUE,-135688.681745403,1,2217.35317087173,235896128,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999741465131385,0.999101374140885,0,4.07283565889072e-10,3.07439511891595e-09,6.3770421452782e-09,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.827148652121044,0.95282240330224,0.785874993715555,0.827148652121044,0.95282240330224,0.785874993715555,"2","2","2",0.439559938833771,0.439559938833771,0.689231134520507,299,200,FALSE,0.999741465131385,0.999101374140885,0,0,6.3770421452782e-09,0.844149774272709,0.712588841404665,0.844149774272709,8,6,0.26898676373743,0.0602065887344701,0.211697958957434,4,3,0.398569622543525,2.24388222373301,0.529540546521348,0.9882,FALSE
"g12ic_06__G12IC__current_1_over_m__05","g12ic_06","current_1_over_m","none",5,82922605,"g12ic_06__seed_5","max_budget_reached",200,FALSE,TRUE,-145258.145697272,1,2064.57950568199,235963064,FALSE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,1.1058294583552e-05,0,0,0.00511487108256894,0.999648737075968,0,0,0,1,2,0,0,0,1,3,1,0,1,0,1,0.876079531484983,0.993995931847271,0.676244704870588,0,0,0,"2","2","2",0.558784598746035,0.558784598746035,0.688930404556875,299,200,FALSE,1.1058294583552e-05,0,0,0,0.999648737075968,0.668149133231895,0.446423264238532,0.668149133231895,8,2,0.132616847656533,0.0602065887344701,0.0913912738871959,4,1,0.140706803353926,1.00857967615587,0.103101762066814,0.995466666666667,FALSE
"g12ic_06__G12IC__current_1_over_m__06","g12ic_06","current_1_over_m","none",6,82922606,"g12ic_06__seed_6","max_budget_reached",200,FALSE,TRUE,-137556.678064037,1,2057.54526042938,236104264,FALSE,FALSE,3,4,1,1,1,0,1,1,"0,1,1",0,1,1,0,0.984372634306838,0.999655933636838,0,0,0.0123359117044129,9.01269435919951e-06,2,0,1,0,0,2,0,2,0,0,2,2,0,0.898698060822372,0.980928030286696,0.835747820432948,0.898698060822372,0.980928030286696,0.835747820432948,"2","2","2",0.484309152579234,0.484309152579234,0.689695541368053,299,200,FALSE,0,0.984372634306838,0.999655933636838,0,0.0123359117044129,0.637946223656063,0.406975384277031,0.637946223656063,8,4,0.107515647246393,0.0602065887344701,0.0612966509580797,4,2,0.14854637182108,1.00696800682279,0.394770250624449,0.982688888888889,FALSE
"g12ic_06__G12IC__current_1_over_m__07","g12ic_06","current_1_over_m","none",7,82922607,"g12ic_06__seed_7","max_budget_reached",200,FALSE,TRUE,-130570.286669271,1,2213.08543944359,236064120,FALSE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999746167079075,0,0.999655078736217,2.60225403575766e-07,5.44314553373436e-11,0,4.03261858347261e-11,2,0,1,0,0,3,0,1,0,0,3,3,0,0.926132265390093,0.976898835386547,0.955202038940222,0.926132265390093,0.976898835386547,0.955202038940222,"2","2","2",0.320054068117017,0.320054068117017,0.69102476292465,299,200,FALSE,0.999746167079075,0,0.999655078736217,0,2.60225403575766e-07,0.370132793865465,0.136998285094655,0.370132793865465,8,6,0.0885622833325269,0.0602065887344701,0.0287235030261061,4,3,0.224208403420321,0.793935208482833,0.164552407123626,0.998577777777778,FALSE
"g12ic_06__G12IC__current_1_over_m__08","g12ic_06","current_1_over_m","none",8,82922608,"g12ic_06__seed_8","max_budget_reached",200,FALSE,TRUE,-123213.302244941,1,2358.07047629356,236098832,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999748072452747,0.998987822570686,0.999655290670297,2.180487333286e-11,2.29326362108334e-10,3.06185905216307e-09,5.87504907585539e-12,3,0,0,0,0,4,0,0,0,0,4,4,0,0.921288759303737,0.973961376807575,0.954995281966512,0.921288759303737,0.973961376807575,0.954995281966512,"2","2","2",0.16858292133876,0.16858292133876,0.69119695434026,299,200,FALSE,0.999748072452747,0.998987822570686,0.999655290670297,0.998987822570686,3.06185905216307e-09,0.29357494345668,0.0861862474255931,0.29357494345668,8,8,0.0844079204094296,0.0602065887344701,0.0267850506528969,4,4,0.201363121087613,0.637391109644549,0.155062252048196,0.990622222222222,TRUE
"g12ic_06__G12IC__current_1_over_m__09","g12ic_06","current_1_over_m","none",9,82922609,"g12ic_06__seed_9","max_budget_reached",200,FALSE,TRUE,-123592.331759598,1,2351.64610767365,236122864,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999748991799477,0.998978777365246,0.999660846250954,4.0357676730235e-11,7.67169825672578e-10,2.45219863656684e-09,1.32721617513643e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.9099532334329,0.974455449039865,0.883785843876499,0.9099532334329,0.974455449039865,0.883785843876499,"2","2","2",0.170189817812647,0.170189817812647,0.69400153558513,299,200,FALSE,0.999748991799477,0.998978777365246,0.999660846250954,0.998978777365246,2.45219863656684e-09,0.378820177015011,0.143504726513684,0.378820177015011,8,8,0.100541849779639,0.0602065887344701,0.0413555249473958,4,4,0.182304558114025,0.658059547272964,0.198440982345882,0.990518518518518,TRUE
"g12ic_06__G12IC__current_1_over_m__10","g12ic_06","current_1_over_m","none",10,82922610,"g12ic_06__seed_10","max_budget_reached",200,FALSE,TRUE,-145214.03575606,1,2064.15081000328,235993016,FALSE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,1.01958785231016e-05,0,0,0.00511318264570238,0.999649103660576,0,0,0,1,2,0,0,0,1,3,1,0,1,0,1,0.875456814780971,0.994581135191256,0.625216253858335,0,0,0,"2","2","2",0.558834309276857,0.558834309276857,0.688737718690247,299,200,FALSE,1.01958785231016e-05,0,0,0,0.999649103660576,0.624818931780532,0.390398697511365,0.624818931780532,8,2,0.147808456729298,0.0602065887344701,0.106396123616421,4,1,0.066347502115144,0.977065332898204,0.024812422289777,0.995644444444444,FALSE
"g12ic_06__G12IC__current_1_over_m__11","g12ic_06","current_1_over_m","none",11,82922611,"g12ic_06__seed_11","max_budget_reached",200,FALSE,TRUE,-137810.188249647,1,2212.89139318466,235900664,FALSE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,9.33059495973276e-06,0.984680749158843,0,0.00509720510659723,0.999651270160861,0.0120467870413987,0,1,1,1,0,0,1,1,2,1,0,2,1,1,0.895431542341156,0.979538587282692,0.802182816476292,0.919608527343647,0.964740558168537,0.984572627785679,"2","2","2",0.484492902541858,0.484492902541858,0.689930732803173,299,200,FALSE,9.33059495973276e-06,0.984680749158843,0,0,0.999651270160861,0.557087150602395,0.310346093366295,0.557087150602395,8,4,0.1133471521903,0.0602065887344701,0.0670322313638618,4,2,0.0758955897252368,0.876343356195745,0.0919372492974056,0.982155555555556,FALSE
"g12ic_06__G12IC__current_1_over_m__12","g12ic_06","current_1_over_m","none",12,82922612,"g12ic_06__seed_12","max_budget_reached",200,FALSE,TRUE,-138721.417071616,1,2069.06419277191,235951680,FALSE,FALSE,3,4,1,1,1,0,1,1,"0,1,1",0,1,1,0,0.000214450910048532,0.999645887546769,0,0,0.999042229690026,7.65170092385662e-06,1,1,1,0,0,1,1,2,0,0,2,1,1,0.727918512189529,0.952648427129065,0.56399005126496,0.890460104506716,0.993390012530688,0.809138966443867,"2","2","2",0.433778460140694,0.433778460140694,0.695030321960469,299,200,FALSE,0,0.000214450910048532,0.999645887546769,0,0.999042229690026,4.64953641018393,21.6181888296261,4.64953641018393,8,4,0.474524543065145,0.0602065887344701,0.429466506386991,4,2,0.702279522666622,65.7104975470439,6.51620235559303,0.996333333333333,FALSE
"g12ic_06__G12IC__gram_unit_energy__01","g12ic_06","gram_unit_energy","function",1,82922601,"g12ic_06__seed_1","max_budget_reached",200,FALSE,TRUE,-131563.881885382,1,2334.76534128189,236154384,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,2.00882573967806e-10,0.985420188320233,1.54038215427823e-07,0.00509714291623852,0.999665051334026,0.0113447364586198,0.999399913841729,1,2,0,0,0,1,2,1,1,0,3,1,2,0.903791419430504,0.975196519092489,0.868173141509012,0.919486190533129,0.96779647861764,0.984643068004708,"2","2","2",0.393987111104827,0.393987111104827,0.690566315864038,299,200,FALSE,2.00882573967806e-10,0.985420188320233,1.54038215427823e-07,2.00882573967806e-10,0.999665051334026,0.527813280077616,0.278586858626292,0.527813280077616,8,6,0.107756869087721,0.0602065887344701,0.0534761935600845,4,3,0.159903839133281,0.743253814934995,0.090916551275131,0.98717037037037,FALSE
"g12ic_06__G12IC__gram_unit_energy__02","g12ic_06","gram_unit_energy","function",2,82922602,"g12ic_06__seed_2","max_budget_reached",200,FALSE,TRUE,-123120.258144162,1,2338.26739096642,236112848,FALSE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999748425489921,0.998980439580967,0.999655670010749,3.32131550622442e-12,2.14301923247723e-10,3.38274398039881e-09,9.13009766878807e-12,3,0,0,0,0,4,0,0,0,0,4,4,0,0.924338943975871,0.974212316843217,0.961707747664781,0.924338943975871,0.974212316843217,0.961707747664781,"2","2","2",0.167769796310726,0.167769796310726,0.691322506065803,299,200,FALSE,0.999748425489921,0.998980439580967,0.999655670010749,0.998980439580967,3.38274398039881e-09,0.273811971100765,0.0749729955180862,0.273811971100765,8,8,0.0839444844951762,0.0602065887344701,0.0262450117889231,4,4,0.193693376366041,0.629932074499843,0.152377379520733,0.990622222222222,TRUE
