"fit_id","data_id","scenario_id","method_id","function_initialization","calibration_mode","seed_index","fit_seed","paired_seed_id","terminal_status","actual_T1_sweeps","strict_practical_converged","objective_eligible","final_elbo","warning_count","elapsed_seconds","peak_memory_bytes","truth_used_for_fit_or_selection","cross_scenario_development","formal_v0lv_result","truth_global_direction_count","truth_study_role_count","candidate_shared","candidate_specific_study_1","candidate_specific_study_2","selected_shared","selected_specific_study_1","selected_specific_study_2","selected_counts","selected_loading_rank_shared","selected_loading_rank_specific_study_1","selected_loading_rank_specific_study_2","R_A","R_B1","R_B2","L_B1_to_A","L_B2_to_A","L_A_to_B1","L_A_to_B2","global_correct","global_misplaced","global_missing","global_extra","global_duplicate","study_correct","study_misplaced","study_missing","study_candidate_extra","study_candidate_duplicate","strict_joint_recovery","strict_joint_correct_type","strict_joint_misplaced","matched_function_recall_mean","matched_trajectory_abs_cor_mean","matched_score_abs_cor_mean","correctly_placed_function_recall_mean","correctly_placed_trajectory_abs_cor_mean","correctly_placed_score_abs_cor_mean","shared_effective_M","specific_effective_M_study_1","specific_effective_M_study_2","signal_nrmse_all_candidates","signal_nrmse_ppi_selected","signal_nrmse_mean_only","iterations","t1_sweeps","continuation_used","P_A","P_B1","P_B2","min_correct_block_R","max_cross_block_L","dense_signal_nrmse_ppi_selected","dense_signal_relative_mise_ppi_selected","dense_signal_nrmse_all_candidates","feature_components_total","feature_components_matched","feature_total_ise_mean","feature_projection_floor_ise_mean","feature_estimate_to_projection_ise_mean","factor_kernels_total","factor_kernels_matched","kernel_relative_ise_mean","covariance_operator_relative_error_mean","loading_relative_l2_error_mean","loading_support_ppi_auc_mean","exact_correct_1_1_1"
"g12cs_weak_01__G12CS__gram_unit_energy__04","g12cs_weak_01","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",4,83023304,"g12cs_weak_01__seed_4","max_budget_reached",200,FALSE,TRUE,-123634.171790259,1,2332.49296236038,240273768,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999286372276561,0.99935723394219,0.999339127868,0.340918919746009,0.365960237030009,0.357916216626591,0.370089197496881,3,0,0,0,0,4,0,0,0,0,4,4,0,0.894192746197515,0.972677301721434,0.948719452443631,0.894192746197515,0.972677301721434,0.948719452443631,"2","2","2",0.16309664797775,0.16309664797775,0.672847478604971,299,200,FALSE,0.999286372276561,0.99935723394219,0.999339127868,0.999286372276561,0.370089197496881,0.399760224962115,0.15980823746176,0.399760224962115,8,8,0.118781273748981,0.0519420246125234,0.0687969083993783,4,4,0.180063225075794,0.940202901127733,0.250791302810648,0.983955555555556,TRUE
"g12cs_weak_01__G12CS__gram_unit_energy__05","g12cs_weak_01","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",5,83023305,"g12cs_weak_01__seed_5","max_budget_reached",200,FALSE,TRUE,-123780.707157114,1,2327.16043901443,240430048,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999498997902683,0.999349480100189,0.999368255803721,0.346249752637137,0.366767165142548,0.365891948144508,0.368590377840964,3,0,0,0,0,4,0,0,0,0,4,4,0,0.938306114377896,0.966824846036077,0.961905044953836,0.938306114377896,0.966824846036077,0.961905044953836,"2","2","2",0.165286659163679,0.165286659163679,0.673653945047687,299,200,FALSE,0.999498997902683,0.999349480100189,0.999368255803721,0.999349480100189,0.368590377840964,0.290030899897427,0.0841179228953116,0.290030899897427,8,8,0.0718677560694794,0.0519420246125234,0.0215055956949192,4,4,0.140555269737722,0.552456703295044,0.138027725526975,0.984103703703704,TRUE
"g12cs_weak_01__G12CS__gram_unit_energy__06","g12cs_weak_01","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",6,83023306,"g12cs_weak_01__seed_6","max_budget_reached",200,FALSE,TRUE,-123641.050573883,1,2319.42221450806,240196568,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999287380321061,0.9993733633106,0.999339821521947,0.340761324114524,0.365629431789744,0.35774745244758,0.370099715295269,3,0,0,0,0,4,0,0,0,0,4,4,0,0.893063178847272,0.969150833405932,0.948656484763925,0.893063178847272,0.969150833405932,0.948656484763925,"2","2","2",0.16304017280874,0.16304017280874,0.673567568750913,299,200,FALSE,0.999287380321061,0.9993733633106,0.999339821521947,0.999287380321061,0.370099715295269,0.398471091853021,0.158779211042538,0.398471091853021,8,8,0.1206215380235,0.0519420246125234,0.0706849351430541,4,4,0.180633158308133,0.936816839490337,0.249147825734353,0.984059259259259,TRUE
"g12cs_weak_01__G12CS__gram_unit_energy__07","g12cs_weak_01","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",7,83023307,"g12cs_weak_01__seed_7","max_budget_reached",200,FALSE,TRUE,-124162.035977452,1,2330.27427315712,239594488,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999444595375976,0.99917584701705,0.999144496773717,0.347488781330972,0.370644329157915,0.377152690280661,0.37752400673945,3,0,0,0,0,4,0,0,0,0,4,4,0,0.930354445731052,0.967845723450762,0.959195406445867,0.930354445731052,0.967845723450762,0.959195406445867,"2","2","2",0.16855378263375,0.16855378263375,0.672116114832264,299,200,FALSE,0.999444595375976,0.99917584701705,0.999144496773717,0.999144496773717,0.37752400673945,0.293592416945373,0.0861965072878256,0.293592416945373,8,8,0.0806932697489514,0.0519420246125234,0.0303430530405827,4,4,0.142820604240279,0.552092451915605,0.134971117037278,0.982814814814815,TRUE
"g12cs_weak_01__G12CS__gram_unit_energy__08","g12cs_weak_01","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",8,83023308,"g12cs_weak_01__seed_8","max_budget_reached",200,FALSE,TRUE,-130473.454755314,1,2335.98501181602,239896824,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.993484691918358,0.203722704921909,0.992399408044465,0.427509084944517,0.384725577844672,0.967733702176004,0.441824409519537,2,0,1,0,1,3,0,1,0,1,2,2,0,0.702353864641595,0.69262751661449,0.561399514166473,0.702353864641595,0.69262751661449,0.561399514166473,"2","2","2",0.274375063707394,0.274375063707394,0.672898373702933,299,200,FALSE,0.993484691918358,0.203722704921909,0.992399408044465,0.203722704921909,0.967733702176004,0.408032575070226,0.16649058231844,0.408032575070226,8,6,0.483316272011214,0.0519420246125234,0.44554206928766,4,3,0.416871363759025,3.990497622958,0.518698258273088,0.981622222222222,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__01","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",1,83023401,"g12cs_weak_02__seed_1","max_budget_reached",200,FALSE,TRUE,-127474.846777307,1,2205.43756341934,234563016,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.990824568237488,0.998734186973148,0,0.357321154571998,0.43975480024409,0.376015734885338,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.580170292300527,0.916820475413635,0.740898201044694,0.580170292300527,0.916820475413635,0.740898201044694,"2","2","2",0.297272237846744,0.297272237846744,0.653759410078186,299,200,FALSE,0.990824568237488,0.998734186973148,0,0,0.43975480024409,0.611615580614638,0.37407361845058,0.611615580614638,8,6,0.609030375429264,0.0751811572159213,0.565721788028548,4,3,0.496544509663285,1.45048048339322,0.478328187413056,0.994533333333333,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__02","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",2,83023402,"g12cs_weak_02__seed_2","max_budget_reached",200,FALSE,TRUE,-134226.242381035,1,2109.73159122467,234912816,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,1,"0,0,1",0,0,1,0,0,0.663830212686682,0,0,0,0.906243435580229,0,1,2,0,0,0,1,3,0,0,1,0,1,0.494050566065653,0.807542246952944,0.658113039301408,0,0,0,"2","2","2",0.507452254805248,0.507452254805248,0.639580487156712,299,200,FALSE,0,0,0.663830212686682,0,0.906243435580229,0.663872949607042,0.440727293219954,0.663872949607042,8,2,0.802490612693986,0.0751811572159213,0.770797176557123,4,1,0.558112580603656,1.10029340832943,0.703649711473496,0.989644444444444,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__03","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",3,83023403,"g12cs_weak_02__seed_3","max_budget_reached",200,FALSE,TRUE,-126742.310765482,1,2195.22643613815,234913512,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.998941731148556,0,0.99857599958279,0.371266598963027,0.372711800379174,0,0.380589356993274,2,0,1,0,0,3,0,1,0,0,3,3,0,0.906259445836151,0.965343565839788,0.936074442239053,0.906259445836151,0.965343565839788,0.936074442239053,"2","2","2",0.372946211458159,0.372946211458159,0.64389886158857,299,200,FALSE,0.998941731148556,0,0.99857599958279,0,0.380589356993274,0.452210903846271,0.204494701557461,0.452210903846271,8,6,0.109992815994984,0.0751811572159213,0.0535256571112119,4,3,0.180160800897062,0.751898509534205,0.217067787903981,0.988133333333333,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__04","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",4,83023404,"g12cs_weak_02__seed_4","max_budget_reached",200,FALSE,TRUE,-127646.769718665,1,2193.74130582809,234813992,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.988332777647087,0.997645450494264,0,0.358282391095302,0.451339695338424,0.397989654432183,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.594427014497781,0.904194967760114,0.755217912043852,0.594427014497781,0.904194967760114,0.755217912043852,"2","2","2",0.298184675367138,0.298184675367138,0.653874341221534,299,200,FALSE,0.988332777647087,0.997645450494264,0,0,0.451339695338424,0.510813892919374,0.260930833199446,0.510813892919374,8,6,0.512910015181444,0.0751811572159213,0.459437113487586,4,3,0.365158312291759,0.978526399967851,0.29234511954452,0.996622222222222,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__05","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",5,83023405,"g12cs_weak_02__seed_5","max_budget_reached",200,FALSE,TRUE,-126158.004929842,1,2350.98975968361,234685832,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.427951076900363,0.939363555977314,0.386212473313225,0.23734175943647,0.99397323123256,0.601870327612936,0.998544713115685,1,2,0,0,0,1,2,1,1,0,3,1,2,0.747156205523291,0.91654176798389,0.732424923530114,0.468451354206547,0.812932197210563,0.460017895200483,"2","2","2",0.270259068802965,0.270259068802965,0.650976092174732,299,200,FALSE,0.427951076900363,0.939363555977314,0.386212473313225,0.386212473313225,0.998544713115685,0.481258997486546,0.231610222661755,0.481258997486546,8,6,0.347030269376611,0.0751811572159213,0.269232924459565,4,3,0.388427241551287,1.05387434963279,0.39175924193149,0.987214814814815,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__06","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",6,83023406,"g12cs_weak_02__seed_6","max_budget_reached",200,FALSE,TRUE,-132167.931815106,1,2225.08880448341,234754584,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.987134981585634,0,0.0142796694424827,0.397735109774592,0.452453036604139,0,0.0113323750610882,1,0,2,1,0,2,0,2,1,0,2,2,0,0.809361082316042,0.930558350641336,0.861673190820473,0.809361082316042,0.930558350641336,0.861673190820473,"2","2","2",0.439658615626533,0.439658615626533,0.653981771624467,299,200,FALSE,0.987134981585634,0,0.0142796694424827,0,0.452453036604139,0.624348467499575,0.389811008869068,0.624348467499575,8,4,0.267467463590222,0.0751811572159213,0.235120024063192,4,2,0.393439735817182,1.41536455330304,0.533314291691609,0.998533333333333,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__07","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",7,83023407,"g12cs_weak_02__seed_7","strict_practical_converged",84,TRUE,TRUE,-138829.974595919,0,1233.02497458458,234240464,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2","2","2",0.638206844148237,0.638206844148237,0.638206844148237,183,84,FALSE,0,0,0,0,0,0.677793851261631,0.459404504808074,0.677793851261631,8,0,,0.0751811572159213,,4,0,,1,,,FALSE
"g12cs_weak_02__G12CS__current_1_over_m__08","g12cs_weak_02","weak_loading_separation","current_1_over_m","current_1_over_m","none",8,83023408,"g12cs_weak_02__seed_8","max_budget_reached",200,FALSE,TRUE,-133836.610080373,1,1977.91597533226,213617416,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,1,"0,0,1",0,0,1,0,0,0.670462318001753,0,0,0,0.902390844075283,0,1,2,0,0,0,1,3,0,0,1,0,1,0.505489802462358,0.80835767685236,0.721827781689997,0,0,0,"2","2","2",0.503725180004674,0.503725180004674,0.639921407321061,299,200,FALSE,0,0,0.670462318001753,0,0.902390844075283,0.614250920393949,0.377304193204814,0.614250920393949,8,2,0.729143891708369,0.0751811572159213,0.701409783811214,4,1,0.304751985263643,1.07443478233011,0.678871174264531,0.989155555555556,FALSE
"g12cs_weak_02__G12CS__gram_unit_energy__01","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",1,83023401,"g12cs_weak_02__seed_1","max_budget_reached",200,FALSE,TRUE,-122055.622509472,1,2343.68005156517,234361352,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999308492715635,0.99925740899434,0.99840273921329,0.368042046620117,0.369499584894838,0.353556829203069,0.384223022575508,3,0,0,0,0,4,0,0,0,0,4,4,0,0.769555742686401,0.955550524486946,0.829426521560428,0.769555742686401,0.955550524486946,0.829426521560428,"2","2","2",0.191014429864875,0.191014429864875,0.654178366758887,299,200,FALSE,0.999308492715635,0.99925740899434,0.99840273921329,0.99840273921329,0.384223022575508,0.526124086792562,0.276806554703307,0.526124086792562,8,8,0.356908491424508,0.0751811572159213,0.29706449251103,4,4,0.379268702937608,1.22361537400836,0.349168813569671,0.9908,TRUE
"g12cs_weak_02__G12CS__gram_unit_energy__02","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",2,83023402,"g12cs_weak_02__seed_2","max_budget_reached",200,FALSE,TRUE,-127551.6086975,1,2194.43595385551,234661552,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.98970079644904,0.998585987225858,0,0.354438578662442,0.444631687049101,0.380192128932955,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.600709897010825,0.913430005823254,0.771762309478076,0.600709897010825,0.913430005823254,0.771762309478076,"2","2","2",0.298310656309519,0.298310656309519,0.652899940125014,299,200,FALSE,0.98970079644904,0.998585987225858,0,0,0.444631687049101,0.515266625592973,0.265499695449969,0.515266625592973,8,6,0.505569161883767,0.0751811572159213,0.454721166338115,4,3,0.413177820561722,1.07755719964236,0.315613700018973,0.994777777777778,FALSE
"g12cs_weak_02__G12CS__gram_unit_energy__03","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",3,83023403,"g12cs_weak_02__seed_3","max_budget_reached",200,FALSE,TRUE,-121839.718532132,1,2339.4453587532,234633168,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999327719106262,0.999194622436455,0.998770325065323,0.368122652397085,0.36862483194831,0.363962572339225,0.375811642661391,3,0,0,0,0,4,0,0,0,0,4,4,0,0.78957083870347,0.959931724222812,0.832423392796073,0.78957083870347,0.959931724222812,0.832423392796073,"2","2","2",0.18963197998922,0.18963197998922,0.654679434154297,299,200,FALSE,0.999327719106262,0.999194622436455,0.998770325065323,0.998770325065323,0.375811642661391,0.531103794233791,0.282071240249529,0.531103794233791,8,8,0.332397024536655,0.0751811572159213,0.272254827381523,4,4,0.374493386048777,1.23373166983914,0.353127905231496,0.992355555555556,TRUE
"g12cs_weak_02__G12CS__gram_unit_energy__04","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",4,83023404,"g12cs_weak_02__seed_4","max_budget_reached",200,FALSE,TRUE,-127621.406075414,1,2184.82208848,234724776,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.988233992674169,0.996931828954795,0,0.358447743130489,0.451801771542602,0.405363633481098,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.617657738884107,0.90512515623431,0.789851356625539,0.617657738884107,0.90512515623431,0.789851356625539,"2","2","2",0.298085700528352,0.298085700528352,0.652918787255621,299,200,FALSE,0.988233992674169,0.996931828954795,0,0,0.451801771542602,0.493238292271217,0.243284012962626,0.493238292271217,8,6,0.478085391911036,0.0751811572159213,0.423465016199486,4,3,0.356598778807478,0.95223766243364,0.268001045773779,0.996644444444444,FALSE
"g12cs_weak_02__G12CS__gram_unit_energy__05","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",5,83023405,"g12cs_weak_02__seed_5","max_budget_reached",200,FALSE,TRUE,-126401.603154845,1,2331.23381209373,234932808,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.428115254167537,0.922601385926332,0.372979644734333,0.239138776077595,0.993931078570735,0.635383860740667,0.999015645248569,1,2,0,0,0,1,2,1,1,0,2,0,2,0.665958261530993,0.906911699817611,0.756154102657223,0.418080611684203,0.782894751821943,0.478309904488852,"2","2","2",0.272977836503584,0.272977836503584,0.650301471314732,299,200,FALSE,0.428115254167537,0.922601385926332,0.372979644734333,0.372979644734333,0.999015645248569,0.464753522202668,0.215995836399786,0.464753522202668,8,6,0.473222148962704,0.0751811572159213,0.406595344058286,4,3,0.418765032024306,1.04154377010759,0.405606426184369,0.988385185185185,FALSE
"g12cs_weak_02__G12CS__gram_unit_energy__06","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",6,83023406,"g12cs_weak_02__seed_6","max_budget_reached",200,FALSE,TRUE,-122315.772499962,1,2316.44755077362,234074432,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999271400483503,0.999167605323671,0.998192796515192,0.367383446358854,0.371866354772433,0.358440274948705,0.388433460461059,3,0,0,0,0,4,0,0,0,0,4,4,0,0.737252508422604,0.953363039278024,0.817169696669201,0.737252508422604,0.953363039278024,0.817169696669201,"2","2","2",0.195477503871181,0.195477503871181,0.6569034116009,299,200,FALSE,0.999271400483503,0.999167605323671,0.998192796515192,0.998192796515192,0.388433460461059,0.456972641136737,0.208823994747485,0.456972641136737,8,8,0.406936153117837,0.0751811572159213,0.341529327581739,4,4,0.31101013067364,0.863274784081342,0.256014300134305,0.991807407407407,TRUE
"g12cs_weak_02__G12CS__gram_unit_energy__07","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",7,83023407,"g12cs_weak_02__seed_7","max_budget_reached",200,FALSE,TRUE,-122347.304577182,1,2331.14220356941,234896752,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999359664449864,0.999073299385997,0.99857454910508,0.361856215896599,0.3688535042696,0.368183171589479,0.381774690808611,3,0,0,0,0,4,0,0,0,0,4,4,0,0.878625990084658,0.961720022065242,0.92135445270772,0.878625990084658,0.961720022065242,0.92135445270772,"2","2","2",0.199587305916316,0.199587305916316,0.653896855668086,299,200,FALSE,0.999359664449864,0.999073299385997,0.99857454910508,0.99857454910508,0.381774690808611,0.337735155766881,0.11406503544088,0.337735155766881,8,8,0.138287175112105,0.0751811572159213,0.0680367306573191,4,4,0.249881792458895,0.677820959498584,0.169767835064058,0.994118518518519,TRUE
"g12cs_weak_02__G12CS__gram_unit_energy__08","g12cs_weak_02","weak_loading_separation","gram_unit_energy","gram_unit_energy","function",8,83023408,"g12cs_weak_02__seed_8","max_budget_reached",200,FALSE,TRUE,-122266.421091353,1,2326.01881408691,234594160,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999351538958098,0.999111180677465,0.998749677836438,0.365869159791993,0.368787427499957,0.362708221442002,0.37680856740417,3,0,0,0,0,4,0,0,0,0,4,4,0,0.772732303952196,0.960298522385384,0.828607112832116,0.772732303952196,0.960298522385384,0.828607112832116,"2","2","2",0.197955868561319,0.197955868561319,0.657065194710307,299,200,FALSE,0.999351538958098,0.999111180677465,0.998749677836438,0.998749677836438,0.37680856740417,0.403221260524403,0.162587384938889,0.403221260524403,8,8,0.364556090405353,0.0751811572159213,0.300280303118796,4,4,0.282730716030029,0.78337928439197,0.223076596499358,0.993303703703704,TRUE
"g12cs_sparse_01__G12CS__current_1_over_m__01","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",1,83023501,"g12cs_sparse_01__seed_1","strict_practical_converged",190,TRUE,TRUE,-102566.882895511,0,2004.12452077866,161116440,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,0.999208155657754,0,0,3.29778331948544e-10,3.25213152609164e-09,0,0,1,0,2,0,0,2,0,2,0,0,2,2,0,0.55862546488721,0.975891870514449,0.665441546296602,0.55862546488721,0.975891870514449,0.665441546296602,"2","2","2",0.523965190463158,0.523965190463158,0.699301798601338,289,190,FALSE,0.999208155657754,0,0,0,3.25213152609164e-09,0.685760480822631,0.470267437058086,0.685760480822631,8,4,0.625063532626686,0.0296113134433238,0.598981073823281,4,2,0.276280286878348,0.883717974515124,0.244107223800247,0.997777777777778,FALSE
"g12cs_sparse_01__G12CS__current_1_over_m__02","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",2,83023502,"g12cs_sparse_01__seed_2","max_budget_reached",200,FALSE,TRUE,-102157.300898389,1,2072.27804517746,161125344,FALSE,TRUE,FALSE,3,4,1,1,1,0,1,1,"0,1,1",0,1,1,0,0.999241653443434,8.06455073710582e-06,0,0,1.11325272363864e-07,0.998679977874014,1,1,1,0,0,1,1,2,0,0,2,1,1,0.715027178689061,0.970612503404443,0.696737243987117,0.985204459751813,0.991022644309753,0.956502198918508,"2","2","2",0.494358117743032,0.494358117743032,0.68460524467329,299,200,FALSE,0,0.999241653443434,8.06455073710582e-06,0,0.998679977874014,1.06323917637782,1.13047754618459,1.06323917637782,8,4,0.478278344069504,0.0296113134433238,0.466392266722701,4,2,0.900451077444199,3.38155245740575,0.992401402587163,0.989911111111111,FALSE
"g12cs_sparse_01__G12CS__current_1_over_m__03","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",3,83023503,"g12cs_sparse_01__seed_3","strict_practical_converged",84,TRUE,TRUE,-109821.938561661,0,1170.22580575943,162620856,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2","2","2",0.660323934163059,0.660323934163059,0.660323934163059,183,84,FALSE,0,0,0,0,0,0.704160037426712,0.495841358308789,0.704160037426712,8,0,,0.0296113134433238,,4,0,,1,,,FALSE
"g12cs_sparse_01__G12CS__current_1_over_m__04","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",4,83023504,"g12cs_sparse_01__seed_4","max_budget_reached",200,FALSE,TRUE,-105439.406622977,1,1983.69430732727,157381968,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,1,"0,0,1",0,0,1,0,0,0.998916247470194,0,0,0,7.71464861946853e-06,1,0,2,0,0,1,0,3,0,0,1,1,0,0.975345121302045,0.995132270078564,0.958653587249007,0.975345121302045,0.995132270078564,0.958653587249007,"2","2","2",0.561342230663344,0.561342230663344,0.664726087171645,299,200,FALSE,0,0,0.998916247470194,0,7.71464861946853e-06,0.616062900418844,0.379533497272478,0.616062900418844,8,2,0.0258126066264731,0.0296113134433238,0.00810219001888078,4,1,0.0491857183045156,0.871529035805018,0.0613726063979074,0.981688888888889,FALSE
"g12cs_sparse_01__G12CS__current_1_over_m__05","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",5,83023505,"g12cs_sparse_01__seed_5","max_budget_reached",200,FALSE,TRUE,-97622.3284978008,1,2220.94020342827,177209448,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999203471744952,0.999241947556159,0,2.23252759369288e-09,1.72774874408647e-09,5.51941831422958e-10,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.702303856833593,0.981320168121665,0.76555349490353,0.702303856833593,0.981320168121665,0.76555349490353,"2","2","2",0.386231330030339,0.386231330030339,0.698859626445304,299,200,FALSE,0.999203471744952,0.999241947556159,0,0,2.23252759369288e-09,0.595199068679684,0.354261931357163,0.595199068679684,8,6,0.421526947640034,0.0296113134433238,0.401095617893488,4,3,0.218597640957906,0.781203502192823,0.212856992197788,0.993333333333333,FALSE
"g12cs_sparse_01__G12CS__current_1_over_m__06","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",6,83023506,"g12cs_sparse_01__seed_6","max_budget_reached",200,FALSE,TRUE,-102784.980886839,1,2059.73177790642,161119688,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,0.999148528062979,0,0,1.1893637061871e-09,1.8244399352425e-09,0,0,1,0,2,0,0,2,0,2,0,0,2,2,0,0.522938063729269,0.949663330834605,0.677187200566637,0.522938063729269,0.949663330834605,0.677187200566637,"2","2","2",0.524690931407242,0.524690931407242,0.678633915580684,299,200,FALSE,0.999148528062979,0,0,0,1.8244399352425e-09,0.733184196206572,0.537559065567077,0.733184196206572,8,4,0.835033123972049,0.0296113134433238,0.820244458016831,4,2,0.507248874737133,0.969065988372445,0.248377866877641,0.998311111111111,FALSE
"g12cs_sparse_01__G12CS__current_1_over_m__07","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",7,83023507,"g12cs_sparse_01__seed_7","max_budget_reached",200,FALSE,TRUE,-105472.229913322,1,1976.5374147892,157176976,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,1,"0,0,1",0,0,1,0,0,0.998931018652883,0,0,0,8.61899353979207e-06,1,0,2,0,0,1,0,3,0,0,1,1,0,0.970735336215742,0.995898255698347,0.953555773405802,0.970735336215742,0.995898255698347,0.953555773405802,"2","2","2",0.561358270430546,0.561358270430546,0.664858499010136,299,200,FALSE,0,0,0.998931018652883,0,8.61899353979207e-06,0.616433571369574,0.379990347911447,0.616433571369574,8,2,0.0319606959999892,0.0296113134433238,0.0147989498896311,4,1,0.0550119673413908,0.872453576035978,0.0591902529466612,0.981866666666667,FALSE
"g12cs_sparse_01__G12CS__current_1_over_m__08","g12cs_sparse_01","sparse_observation","current_1_over_m","current_1_over_m","none",8,83023508,"g12cs_sparse_01__seed_8","strict_practical_converged",84,TRUE,TRUE,-109821.938567578,0,1165.37969875336,177038256,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2","2","2",0.660323934163275,0.660323934163275,0.660323934163275,183,84,FALSE,0,0,0,0,0,0.704160037426762,0.495841358308859,0.704160037426762,8,0,,0.0296113134433238,,4,0,,1,,,FALSE
