"fit_id","data_id","scenario_id","method_id","function_initialization","calibration_mode","seed_index","fit_seed","paired_seed_id","terminal_status","actual_T1_sweeps","strict_practical_converged","objective_eligible","final_elbo","warning_count","elapsed_seconds","peak_memory_bytes","truth_used_for_fit_or_selection","cross_scenario_development","formal_v0lv_result","truth_global_direction_count","truth_study_role_count","candidate_shared","candidate_specific_study_1","candidate_specific_study_2","selected_shared","selected_specific_study_1","selected_specific_study_2","selected_counts","selected_loading_rank_shared","selected_loading_rank_specific_study_1","selected_loading_rank_specific_study_2","R_A","R_B1","R_B2","L_B1_to_A","L_B2_to_A","L_A_to_B1","L_A_to_B2","global_correct","global_misplaced","global_missing","global_extra","global_duplicate","study_correct","study_misplaced","study_missing","study_candidate_extra","study_candidate_duplicate","strict_joint_recovery","strict_joint_correct_type","strict_joint_misplaced","matched_function_recall_mean","matched_trajectory_abs_cor_mean","matched_score_abs_cor_mean","correctly_placed_function_recall_mean","correctly_placed_trajectory_abs_cor_mean","correctly_placed_score_abs_cor_mean","shared_effective_M","specific_effective_M_study_1","specific_effective_M_study_2","signal_nrmse_all_candidates","signal_nrmse_ppi_selected","signal_nrmse_mean_only","iterations","t1_sweeps","continuation_used","P_A","P_B1","P_B2","min_correct_block_R","max_cross_block_L","dense_signal_nrmse_ppi_selected","dense_signal_relative_mise_ppi_selected","dense_signal_nrmse_all_candidates","feature_components_total","feature_components_matched","feature_total_ise_mean","feature_projection_floor_ise_mean","feature_estimate_to_projection_ise_mean","factor_kernels_total","factor_kernels_matched","kernel_relative_ise_mean","covariance_operator_relative_error_mean","loading_relative_l2_error_mean","loading_support_ppi_auc_mean","exact_correct_1_1_1"
"g12cs_sparse_01__G12CS__gram_unit_energy__01","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",1,83023501,"g12cs_sparse_01__seed_1","max_budget_reached",200,FALSE,TRUE,-98552.4479993109,1,2176.19477200508,178131480,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999195853747457,0,0.998880113288235,7.32878966452452e-11,2.66627502751155e-10,0,3.25947839647125e-06,2,0,1,0,0,3,0,1,0,0,3,3,0,0.632731340940083,0.97960627053967,0.605345138621574,0.632731340940083,0.97960627053967,0.605345138621574,"2","2","2",0.393753686911463,0.393753686911463,0.699790150830309,299,200,FALSE,0.999195853747457,0,0.998880113288235,0,3.25947839647125e-06,0.70664283068167,0.499344090153803,0.70664283068167,8,6,0.51225184842086,0.0296113134433238,0.489821527801331,4,3,0.334413856481859,0.933724379689837,0.296300518792925,0.990088888888889,FALSE
"g12cs_sparse_01__G12CS__gram_unit_energy__02","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",2,83023502,"g12cs_sparse_01__seed_2","max_budget_reached",200,FALSE,TRUE,-97424.1755117079,1,2218.6763021946,178047160,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999236008349088,0.999243181871782,0,1.11153166057069e-09,1.89013918206551e-09,5.08947486607533e-12,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.775522015523328,0.98020559955651,0.644310529935065,0.775522015523328,0.98020559955651,0.644310529935065,"2","2","2",0.383939486499429,0.383939486499429,0.70169024202301,299,200,FALSE,0.999236008349088,0.999243181871782,0,0,1.89013918206551e-09,0.634343533191663,0.402391718102082,0.634343533191663,8,6,0.333380990204888,0.0296113134433238,0.308722667604147,4,3,0.236406846042643,0.925822059334215,0.261259151089089,0.993222222222222,FALSE
"g12cs_sparse_01__G12CS__gram_unit_energy__03","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",3,83023503,"g12cs_sparse_01__seed_3","max_budget_reached",200,FALSE,TRUE,-96588.2126974627,1,2216.54717159271,177826304,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999203258754278,0.99924114715123,0,1.01544967196395e-09,2.2723294541449e-09,3.82785507423492e-10,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.956478391774819,0.98890774049008,0.960739899348092,0.956478391774819,0.98890774049008,0.960739899348092,"2","2","2",0.378251204528076,0.378251204528076,0.687087038830673,299,200,FALSE,0.999203258754278,0.99924114715123,0,0,2.2723294541449e-09,0.419273954270622,0.175790648729723,0.419273954270622,8,6,0.0484225291454491,0.0296113134433238,0.0147867107142159,4,3,0.0479557782107983,0.529759931064443,0.0919846728719893,0.993155555555556,FALSE
"g12cs_sparse_01__G12CS__gram_unit_energy__04","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",4,83023504,"g12cs_sparse_01__seed_4","max_budget_reached",200,FALSE,TRUE,-97400.3533338396,1,2217.78526139259,178017824,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999231083290234,0.999240613299508,0,1.64171863743414e-09,1.63859729219762e-09,6.52340831447395e-10,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.780699198517942,0.981698545474544,0.605258416984446,0.780699198517942,0.981698545474544,0.605258416984446,"2","2","2",0.383784365176685,0.383784365176685,0.700856963632368,299,200,FALSE,0.999231083290234,0.999240613299508,0,0,1.64171863743414e-09,0.69703165261106,0.485853124741706,0.69703165261106,8,6,0.395751292345728,0.0296113134433238,0.372696040538653,4,3,0.314688259864376,1.17497438994293,0.320215434524086,0.993222222222222,FALSE
"g12cs_sparse_01__G12CS__gram_unit_energy__05","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",5,83023505,"g12cs_sparse_01__seed_5","max_budget_reached",200,FALSE,TRUE,-97683.9679928232,1,2214.89694738388,178044424,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.9991834113584,0.99924190462616,0,2.56781971163981e-09,9.08666299082258e-10,1.11279917520801e-11,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.718141623325898,0.979651543687195,0.766922961539214,0.718141623325898,0.979651543687195,0.766922961539214,"2","2","2",0.386380249772222,0.386380249772222,0.692494194656803,299,200,FALSE,0.9991834113584,0.99924190462616,0,0,2.56781971163981e-09,0.629082859092055,0.395745243603434,0.629082859092055,8,6,0.384148309883233,0.0296113134433238,0.362564455708583,4,3,0.282072687671589,0.865076748631594,0.240324418064558,0.993177777777778,FALSE
"g12cs_sparse_01__G12CS__gram_unit_energy__06","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",6,83023506,"g12cs_sparse_01__seed_6","max_budget_reached",200,FALSE,TRUE,-98060.0672104778,1,2221.12077784538,177921480,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999091134280029,0.999240351004947,0,2.82858311328554e-10,2.54591414767247e-09,3.70723552418947e-09,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.669024730425957,0.971242133443849,0.498775722622533,0.669024730425957,0.971242133443849,0.498775722622533,"2","2","2",0.389621390309945,0.389621390309945,0.693935888029463,299,200,FALSE,0.999091134280029,0.999240351004947,0,0,3.70723552418947e-09,1.09359487216416,1.19594974442375,1.09359487216416,8,6,0.606323553317666,0.0296113134433238,0.592170870668851,4,3,0.81988277363494,3.50656455758496,0.72843969793513,0.993466666666667,FALSE
"g12cs_sparse_01__G12CS__gram_unit_energy__07","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",7,83023507,"g12cs_sparse_01__seed_7","max_budget_reached",200,FALSE,TRUE,-93059.8742881008,1,2334.06594252586,177201104,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999235483719515,0.999241469576431,0.998938795094126,1.70005291903893e-09,2.80190850669978e-11,4.5646064340975e-11,3.06100072265038e-07,3,0,0,0,0,4,0,0,0,0,4,4,0,0.827735233126401,0.984648552224054,0.724211413701389,0.827735233126401,0.984648552224054,0.724211413701389,"2","2","2",0.162897612965231,0.162897612965231,0.705403568944867,299,200,FALSE,0.999235483719515,0.999241469576431,0.998938795094126,0.998938795094126,3.06100072265038e-07,0.535773756480836,0.287053518133586,0.535773756480836,8,8,0.256270542091718,0.0296113134433238,0.233480915931423,4,4,0.192104861759207,0.810207274883444,0.191341840866465,0.989555555555556,TRUE
"g12cs_sparse_01__G12CS__gram_unit_energy__08","g12cs_sparse_01","sparse_observation","gram_unit_energy","gram_unit_energy","function",8,83023508,"g12cs_sparse_01__seed_8","max_budget_reached",200,FALSE,TRUE,-98196.704599096,1,2197.60033178329,177728528,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999210673587312,0,0.998930150812251,6.26195747322949e-11,3.33711529496506e-11,0,1.59900904934392e-06,2,0,1,0,0,3,0,1,0,0,3,3,0,0.696515311833184,0.982174605391334,0.757947795745431,0.696515311833184,0.982174605391334,0.757947795745431,"2","2","2",0.392025157987335,0.392025157987335,0.703053632247721,299,200,FALSE,0.999210673587312,0,0.998930150812251,0,1.59900904934392e-06,0.579886271544439,0.33626808792571,0.579886271544439,8,6,0.426640832090434,0.0296113134433238,0.403246700136205,4,3,0.182187577236459,0.69746079847153,0.134425741682436,0.990133333333333,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__01","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",1,83023601,"g12cs_sparse_02__seed_1","max_budget_reached",200,FALSE,TRUE,-94669.0204244971,1,2191.01934742928,170854072,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999311088646084,0.998387660766219,0,2.07039490252292e-09,2.45966985161525e-09,3.53391048467415e-07,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.735467070487736,0.978471543294269,0.573148057363441,0.735467070487736,0.978471543294269,0.573148057363441,"2","2","2",0.388145069779648,0.388145069779648,0.656513240312206,299,200,FALSE,0.999311088646084,0.998387660766219,0,0,3.53391048467415e-07,0.703319496169722,0.494658313692431,0.703319496169722,8,6,0.508224917775587,0.0523497827371204,0.454576501552026,4,3,0.523697911818295,1.01333288405883,0.175861915120251,0.961511111111111,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__02","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",2,83023602,"g12cs_sparse_02__seed_2","max_budget_reached",200,FALSE,TRUE,-100415.905933157,1,1987.91399240494,151633688,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,1,"0,0,1",0,0,1,0,0,0.999234609992832,0,0,0,2.64272771301228e-06,1,0,2,0,0,1,0,3,0,0,1,1,0,0.943522016118692,0.958276555043814,0.974822667645069,0.943522016118692,0.958276555043814,0.974822667645069,"2","2","2",0.53607178823869,0.53607178823869,0.646542433371358,299,200,FALSE,0,0,0.999234609992832,0,2.64272771301228e-06,0.594357292899173,0.353260591622434,0.594357292899173,8,2,0.0622394549264174,0.0523497827371204,0.0400230886807859,4,1,0.0436527300518687,0.862891835930188,0.0922453926877198,0.984933333333333,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__03","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",3,83023603,"g12cs_sparse_02__seed_3","max_budget_reached",200,FALSE,TRUE,-97655.3086671876,1,2190.44004583359,172615176,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,8.45584223684242e-09,0,4.33835614694441e-10,0.000125760217276889,0.999216326300344,0,0.998424478533411,0,2,1,0,0,0,2,2,1,0,2,0,2,0.677402382111052,0.982366587295467,0.74381693612205,0,0,0,"2","2","2",0.452517723389372,0.452517723389372,0.648986951972813,299,200,FALSE,8.45584223684242e-09,0,4.33835614694441e-10,0,0.999216326300344,0.809298182959004,0.654963548940746,0.809298182959004,8,4,0.429172894935744,0.0523497827371204,0.413392616964365,4,2,0.696029353266002,1.33557912176901,0.342727375646864,0.990022222222222,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__04","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",4,83023604,"g12cs_sparse_02__seed_4","strict_practical_converged",84,TRUE,TRUE,-104820.826403319,0,1159.51629137993,171536840,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2","2","2",0.64124727945451,0.64124727945451,0.64124727945451,183,84,FALSE,0,0,0,0,0,0.670972505800458,0.450204103540146,0.670972505800458,8,0,,0.0523497827371204,,4,0,,1,,,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__05","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",5,83023605,"g12cs_sparse_02__seed_5","max_budget_reached",200,FALSE,TRUE,-100615.745113099,1,2080.34656429291,155714248,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,2.4767025184146e-06,0,0,0.000128794630292863,0.999221131184946,0,0,0,1,2,0,0,0,1,3,1,0,1,0,1,0.955657807084555,0.979714928740673,0.982737783255359,0,0,0,"2","2","2",0.536284510286594,0.536284510286594,0.646201373864828,299,200,FALSE,2.4767025184146e-06,0,0,0,0.999221131184946,0.593930485613097,0.35275342174061,0.593930485613097,8,2,0.0452296048297289,0.0523497827371204,0.0209834626962885,4,1,0.0301703320561582,0.929069940562666,0.335279362208948,0.984755555555556,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__06","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",6,83023606,"g12cs_sparse_02__seed_6","max_budget_reached",200,FALSE,TRUE,-98264.5203027832,1,2078.03628468513,155717272,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,0.999291133300557,0,0,1.93853602062793e-07,2.77046015784261e-11,0,0,1,0,2,0,0,2,0,2,0,0,2,2,0,0.746200172878948,0.976737643971422,0.689287161258584,0.746200172878948,0.976737643971422,0.689287161258584,"2","2","2",0.502458216389583,0.502458216389583,0.650094989855828,299,200,FALSE,0.999291133300557,0,0,0,1.93853602062793e-07,0.775060000071679,0.600718003711111,0.775060000071679,8,4,0.594202544695906,0.0523497827371204,0.578779936555993,4,2,0.54372266857952,0.995258353003945,0.255392357924518,0.98,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__07","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",7,83023607,"g12cs_sparse_02__seed_7","max_budget_reached",200,FALSE,TRUE,-94655.5380026114,1,2226.0976433754,170939680,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999268320996325,0.998265661020537,0,1.37915329071771e-08,8.06552013600551e-09,2.10731611099695e-05,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.774785958394354,0.983690418805264,0.510155612699805,0.774785958394354,0.983690418805264,0.510155612699805,"2","2","2",0.387381395367587,0.387381395367587,0.654473956423881,299,200,FALSE,0.999268320996325,0.998265661020537,0,0,2.10731611099695e-05,0.764965055053555,0.585171535453088,0.764965055053555,8,6,0.494712800804672,0.0523497827371204,0.447942610069526,4,3,0.426740197380979,0.991029483419305,0.322127989377364,0.9642,FALSE
"g12cs_sparse_02__G12CS__current_1_over_m__08","g12cs_sparse_02","sparse_observation","current_1_over_m","current_1_over_m","none",8,83023608,"g12cs_sparse_02__seed_8","max_budget_reached",200,FALSE,TRUE,-97460.4219317705,1,2237.6072614193,170901360,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,2.79455965461767e-06,0.998237918748648,0,0.00012730904873784,0.999225662865757,4.89863889967427e-05,0,1,1,1,0,0,1,1,2,1,0,2,1,1,0.710084296675342,0.93063972444862,0.78905857154275,0.47239052213596,0.893193574854228,0.600599180935275,"2","2","2",0.43348477892005,0.43348477892005,0.664360680787102,299,200,FALSE,2.79455965461767e-06,0.998237918748648,0,0,0.999225662865757,0.811458932019943,0.658465598354946,0.811458932019943,8,4,0.522974623892127,0.0523497827371204,0.500981963187518,4,2,0.609593259581085,1.70887997388322,0.675319898167173,0.963955555555556,FALSE
"g12cs_sparse_02__G12CS__gram_unit_energy__01","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",1,83023601,"g12cs_sparse_02__seed_1","max_budget_reached",200,FALSE,TRUE,-94657.8107296696,1,2185.00945687294,172413848,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.99931215795999,0.998404222347025,0,2.17175023445942e-09,2.22316810075307e-09,7.47800231839142e-07,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.739030107656213,0.972204462096996,0.716364083677991,0.739030107656213,0.972204462096996,0.716364083677991,"2","2","2",0.388258089643073,0.388258089643073,0.651892794433764,299,200,FALSE,0.99931215795999,0.998404222347025,0,0,7.47800231839142e-07,0.665971779999908,0.443518411756246,0.665971779999908,8,6,0.591319585827252,0.0523497827371204,0.541111571827028,4,3,0.352880318011266,0.781746108397138,0.12761315874101,0.961622222222222,FALSE
"g12cs_sparse_02__G12CS__gram_unit_energy__02","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",2,83023602,"g12cs_sparse_02__seed_2","max_budget_reached",200,FALSE,TRUE,-90527.7462953319,1,2317.06616640091,171529280,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.99931622838832,0.998506686831401,0.999237925153015,3.06186462574575e-08,2.18065265031732e-10,1.04673230352145e-07,2.74892197933215e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.743495132052183,0.96944506293257,0.636189083288607,0.743495132052183,0.96944506293257,0.636189083288607,"2","2","2",0.16682798489112,0.16682798489112,0.655854923916545,299,200,FALSE,0.99931622838832,0.998506686831401,0.999237925153015,0.998506686831401,1.04673230352145e-07,0.581999447057267,0.338723356374965,0.581999447057267,8,8,0.337242260347874,0.0523497827371204,0.296369831366216,4,4,0.206589076965397,0.712120192338726,0.208229393235854,0.972903703703704,TRUE
"g12cs_sparse_02__G12CS__gram_unit_energy__03","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",3,83023603,"g12cs_sparse_02__seed_3","max_budget_reached",200,FALSE,TRUE,-94833.3823155772,1,2310.14712643623,171464880,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,9.01334744524195e-09,0.000196936866632689,1.91425179398276e-10,0.000125954898349829,0.999214213741198,0.998117382546678,0.998397645314394,0,2,1,0,1,0,3,1,1,0,3,0,3,0.66958216124927,0.975633746760905,0.747858463630425,0,0,0,"2","2","2",0.36094207704165,0.36094207704165,0.648102764284226,299,200,FALSE,9.01334744524195e-09,0.000196936866632689,1.91425179398276e-10,1.91425179398276e-10,0.999214213741198,0.724276189746354,0.524575999033497,0.724276189746354,8,6,0.444498881508055,0.0523497827371204,0.427541865213441,4,3,0.51405612388354,1.06591747361905,0.240820964234631,0.990088888888889,FALSE
"g12cs_sparse_02__G12CS__gram_unit_energy__04","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",4,83023604,"g12cs_sparse_02__seed_4","max_budget_reached",200,FALSE,TRUE,-90589.3637057753,1,2320.27822184563,171527864,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999328021165788,0.99842673346201,0.999229401989122,9.46945779757632e-09,1.26416846896382e-11,8.24752253176656e-07,8.51072638166156e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.766155636976305,0.984584432408449,0.673101811797796,0.766155636976305,0.984584432408449,0.673101811797796,"2","2","2",0.166215281102436,0.166215281102436,0.660718847552405,299,200,FALSE,0.999328021165788,0.99842673346201,0.999229401989122,0.99842673346201,8.24752253176656e-07,1.10883018367254,1.22950437622329,1.10883018367254,8,8,0.382463879478775,0.0523497827371204,0.361787649943963,4,4,0.858767352967726,4.02582917627504,0.547283421612045,0.973007407407407,TRUE
"g12cs_sparse_02__G12CS__gram_unit_energy__05","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",5,83023605,"g12cs_sparse_02__seed_5","max_budget_reached",200,FALSE,TRUE,-97974.4509588752,1,2195.57366323471,172598288,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,4.72663026877974e-06,0.000297857643165317,0,0.000125302548117874,0.999243594716899,0.997960129715789,0,0,2,1,0,0,0,2,2,1,0,2,0,2,0.72930921186033,0.96619808176767,0.719028797473096,0,0,0,"2","2","2",0.462232986947234,0.462232986947234,0.643186577797684,299,200,FALSE,4.72663026877974e-06,0.000297857643165317,0,0,0.999243594716899,0.580647434928244,0.33715144368875,0.580647434928244,8,4,0.358145049006715,0.0523497827371204,0.336685014817211,4,2,0.220785285079955,0.84720796350822,0.17521978927755,0.988088888888889,FALSE
"g12cs_sparse_02__G12CS__gram_unit_energy__06","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",6,83023606,"g12cs_sparse_02__seed_6","max_budget_reached",200,FALSE,TRUE,-91640.8980897775,1,2321.29481244087,171467496,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999254033602214,0.998396883748151,0.99923337817001,3.5252066537051e-09,6.8995404148603e-12,3.16844539231959e-08,1.33194376859092e-07,3,0,0,0,0,4,0,0,0,0,4,4,0,0.654808351778044,0.957668757680426,0.743183331339596,0.654808351778044,0.957668757680426,0.743183331339596,"2","2","2",0.192365177367695,0.192365177367695,0.656221852844916,299,200,FALSE,0.999254033602214,0.998396883748151,0.99923337817001,0.998396883748151,1.33194376859092e-07,0.979657394547216,0.959728610691039,0.979657394547216,8,8,0.636614045884618,0.0523497827371204,0.592827430710718,4,4,0.671948284320479,2.69678779975497,0.40447448887074,0.969985185185185,TRUE
"g12cs_sparse_02__G12CS__gram_unit_energy__07","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",7,83023607,"g12cs_sparse_02__seed_7","max_budget_reached",200,FALSE,TRUE,-95242.8241057495,1,2132.17385411263,172649824,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999263509223872,0.998019954505304,0,6.79736681145072e-09,7.25790642068301e-09,4.16438912657938e-05,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.67304569484289,0.931284143959305,0.557064633267107,0.67304569484289,0.931284143959305,0.557064633267107,"2","2","2",0.39133284974945,0.39133284974945,0.675601541270972,299,200,FALSE,0.999263509223872,0.998019954505304,0,0,4.16438912657938e-05,1.30616041049865,1.70605501795399,1.30616041049865,8,6,0.705004037680882,0.0523497827371204,0.687941032732939,4,3,0.895347646255447,4.88445270625412,1.28662617049622,0.964266666666667,FALSE
"g12cs_sparse_02__G12CS__gram_unit_energy__08","g12cs_sparse_02","sparse_observation","gram_unit_energy","gram_unit_energy","function",8,83023608,"g12cs_sparse_02__seed_8","max_budget_reached",200,FALSE,TRUE,-90865.7776134325,1,1629.15414595604,171504320,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999282861891098,0.998352733332589,0.999227611569564,3.40973573051173e-09,1.2502460159906e-12,7.50536834779541e-07,5.16701458359143e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.726405548015251,0.956772394968936,0.724868801703725,0.726405548015251,0.956772394968936,0.724868801703725,"2","2","2",0.171536333478555,0.171536333478555,0.667936561890071,299,200,FALSE,0.999282861891098,0.998352733332589,0.999227611569564,0.998352733332589,7.50536834779541e-07,0.919758288607197,0.845955309461639,0.919758288607197,8,8,0.509580079739765,0.0523497827371204,0.489064976733714,4,4,0.618973557972511,1.57777996216333,0.416214567480321,0.971837037037037,TRUE
