"experiment_id","parent_experiment_id","parent_source_binding_sha256","dev_commit_recorded","source_archive_has_git_metadata","package_version","continuation_state_sha256","scale_trace_sha256","multi_core_sha256","practical_stopping_sha256","g12_stopping_control_sha256","description_sha256","namespace_sha256","model_prior_cavi_elbo_changed","formal_v0lv_result"
"G12_TARGETED_CONTINUATION_STAGE4G_V1_20260828","G12_FOCUSED_REACHABILITY_STAGE4E_V1_20260827","199f46865824e09997ffc867cf2770dc8bb6a45c7ea4025fcfcc44f3d7307e54","72d9a53f0ef5e9d3e5f49d9cf837958207b3c980",FALSE,"0.3.0.9000","bf3d748f2217d580fba57179abe37d1314ef77f1625cc1104898c85ad72de5d9","2e6a6e02c23300f2f8151c68a6521cb29ec30a55f563c2b990d7b9867f432da3","f06a14c853dd16c3695ef43447ef2fe341534070a54cd3d627b0608465816b52","8cf9a5a119fbaa23dfeb3abb81a90ea31e6565977629327821e3538ed93bf5fc","90b3a2597547fdc926caa0045dcfa353396cdd48f6cc0cad81216dd795c20f34","41438e12379ca645d585c2b755eaeafa5d26677a4b1248d29575bd5915e213b8","fd33c1d9e9ae138e3ee1e5ee80dc67c3a9e261d576af09cd8ae19df5d3033ee3",FALSE,FALSE
