"experiment_id","data_id","data_index","data_seed","scenario_id","scenario_replicate","S","n_s","p","d","truth_L_f","truth_L_s","truth_M_f","truth_M_s","K","n_obs_min","n_obs_max","sigma_eps","mean_amp","target_shared_specific_abs_cosine","new_unseen_at_registration","truth_available_to_fit","truth_available_to_stopping","truth_available_to_selection","truth_unseal_authorized","development_only","engineering_pilot","formal_v0lv_result","formal_paper_mc_result"
"G12_DIMENSION_OVERSPEC_STAGE6A_V1_20260831","g12s6a_01",1,83131001,"baseline_strong",1,2,"30;30",500,0,1,"1;1","2","2;2",5,6,9,0.3,0.6,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
